samplingPoint.notation,PERMIT_REF,VERSION,OUTLET_NUMBER,EFFLUENT_NUMBER
SW-70813944,202412,4,1,1
SW-82312136,NRA-SW-3701,4,1,1
SW-H1814893,300118/FU/01,6,1,1
SW-72920157,203792,3,1,1
SW-81250131,SWWA 2413,4,1,1
SW-81201606,NRA-SW-6975,4,1,1
SW-70920133,203299,6,1,1
SW-70810650,NPSWQD002902,1,01,01
SW-50700369,042618,3,1,1
SW-60261566,102523,3,1,1
SW-91241713,303090,4,1,1
SW-70110131,003269/FU/01,6,1,1
SW-E2360011,070975,3,1,2
SW-Z6540105,102818,3,1,1
SW-50220288,040095,3,1,1
SW-E4230019,070114,3,1,1
SW-70232709,DRA 1516,3,1,1
SW-70630289,DRA 1196,5,1,1
SW-C4002700,401739,4,1,2
SW-50330639,401159,3,1,1
SW-E4320029,070055,4,1,1
SW-Z9370403,101440,3,1,1
SW-Z4170204,010054,4,1,1
SW-80490002,302808,2,1,1
SW-81231177,SWWA 100,2,1,1
SW-81251817,NPSWQD000258,2,1,1
SW-50320175,401609,2,1,1
SW-50230029,400608,4,1,1
SW-Z1012702,102361,4,1,1
SW-50340496,040628,5,1,1
SW-70641861,NRA-SW-3912,5,1,1
SW-82514952,300911,6,1,1
SW-91221518,NRA-SW-3765,5,1,1
SW-E4030019,102195,3,1,1
SW-E0910049,100386,7,1,1
SW-E8400219,100385,5,1,1
SW-B0050104,103775,4,1,1
SW-50280458,402536,2,1,1
SW-63110190,011560,4,1,1
SW-Z9380203,101462,4,1,1
SW-72923328,201033,4,1,1
SW-70720168,NPSWQD004292,1,01,01
SW-81250273,301976,1,2,1
SW-81111128,301935,6,1,1
SW-81914813,302804,5,1,1
SW-82215025,303621,3,1,1
SW-72936315,NRA-SW-3849,4,1,1
SW-Z1430100,102755,3,1,1
SW-60010154,101438,3,1,1
SW-50320394,040093,4,1,1
SW-50590229,401747,3,1,1
SW-70241640,NRA-SW-7518,2,1,1
SW-73010357,002491,1,1,2
SW-50341163,401089,3,1,1
SW-82510233,NPSWQD009836,1,1,1
SW-E1000079,102257,4,1,1
SW-Z9380204,102715,2,1,1
SW-50340388,401340,2,1,1
SW-50700288,040079,3,1,1
SW-50341119,402335,2,1,1
SW-E3170019,102511,2,1,1
SW-50210021,402297,1,1,1
SW-E4000009,071231,2,1,1
SW-91252047,303086,4,1,1
SW-81290125,NRA-SW-6981,4,1,1
SW-A0340108,102153,3,1,1
SW-60600119,100881,6,1,1
SW-A0350102,101652,2,1,1
SW-E7020019,070121,3,1,1
SW-E8900039,102350,2,1,1
SW-50700147,050809,2,2,1
SW-73030252,DRA 1155,3,1,1
SW-70810988,SWWA 1138,2,1,1
SW-70533233,SWWA 683,3,1,1
SW-73080552,DRA 1538,4,1,1
SW-70611292,DRA 1130,3,1,1
SW-80480001,302648,3,1,1
SW-E7000029,070130,3,1,1
SW-E4440019,071670,3,1,1
SW-91261790,SWWA 1148,3,1,1
SW-81220266,303083,3,1,1
SW-81310396,SWWA 1003,3,1,1
SW-70531024,203113,4,1,1
SW-50340496,040628,4,1,1
SW-82215025,303621,2,1,1
SW-70591706,202985,3,1,1
SW-81522302,NPSWQD009113,1,1,1
SW-63090007,103880,2,1,1
SW-E1250005,102020,2,1,1
SW-Z1160120,100757,2,1,1
SW-60500240,101538,2,1,1
SW-60260016,071530,2,1,2
SW-70240011,NPSWQD005289,2,1,1
SW-E4000049,101331,4,1,1
SW-A1260202,102222,3,1,1
SW-50370229,401065,4,1,1
SW-70590345,NRA-SW-0157,2,1,1
SW-50370441,400972,5,1,3
SW-E3110039,070154,5,1,1
SW-60030261,070072,4,1,1
SW-72922737,200355/FN/01,3,1,1
SW-72933722,200364/FN/01,3,1,1
SW-82521210,NRA-SW-6959,3,1,1
SW-70210706,003101/FN/01,3,1,1
SW-60032275,101431,4,1,1
SW-81810153,031294,6,1,1
SW-81311021,302956,5,1,1
SW-81220266,303083,4,1,1
SW-G0620750,200594/PW/01,2,1,1
SW-70812669,203442,6,1,1
SW-73022288,NRA-SW-6748,2,1,1
SW-70711879,200926,3,1,1
SW-73015023,201127,5,1,1
SW-70111020,202394,3,1,1
SW-70510450,202475,4,1,1
SW-91222282,301943,2,1,1
SW-T1000043,100537,3,1,1
SW-81515954,303233,4,1,1
SW-81521724,NRA-SW-5293,7,1,1
SW-70711743,203562,2,1,1
SW-81223754,NRA-SW-0227,4,1,1
SW-70230910,SWWA 2412,3,2,1
SW-70817390,203413,2,1,1
SW-81020612,NRA-SW-0237,6,2,1
SW-81261930,303089,2,1,1
SW-70110131,003269/FU/01,5,1,1
SW-82519903,302974,2,1,1
SW-FPF00109,200835,2,1,1
SW-70221296,200366/FN/02,4,1,1
SW-91252508,303508,5,1,1
SW-81251886,NRA-SW-3402,3,1,1
SW-82310581,NRA-SW-7821,3,1,1
SW-50221323,EPREP3723XX,1,1,1
SW-81410455,300975,2,1,1
SW-81814890,302104,2,1,1
SW-73115174,203644,2,1,1
SW-70920003,EPRBP3324XY,1,1,1
SW-81310207,300594/FU/01,5,1,1
SW-82315120,303394,2,1,1
SW-81931388,NRA-SW-3885,4,1,1
SW-82540134,NRA-SW-0414,3,1,1
SW-82410588,NRA-SW-6625,4,1,1
SW-E2090019,071233,4,1,1
SW-70711714,NRA-SW-3983,5,1,1
SW-A3190224,102712,3,1,1
SW-91241111,SWWA 880,4,1,1
SW-FPF00018,070019,4,2,1
SW-50230032,NPSWQD007901,1,1,1
SW-72913192,200403,3,1,1
SW-6WXE0441,101679,3,1,1
SW-81420271,NRA-SW-3789,10,1,1
SW-E1000079,102257,6,1,1
SW-73020010,NPSWQD003306,3,1,1
SW-50020003,EPRCB3295VQ,1,1,3
SW-6WXE0210,101093,2,1,1
SW-6WXE0225,101747,2,1,1
SW-Z5012803,011559,7,1,1
SW-6WXE0405,100630,2,1,1
SW-A2300101,010053,5,1,1
SW-6WXE0304,103071,2,1,1
SW-6WXE0393,400896,2,1,1
SW-6WXE0325,401438,2,1,1
SW-50550134,400139/PW/01,3,1,1
SW-70531024,203113,5,1,1
SW-81510639,302530,3,1,1
SW-70534925,203109,4,1,1
SW-70534925,203109,5,1,1
SW-82310581,NRA-SW-7821,5,1,1
SW-72937209,NRA-SW-0272,4,1,1
SW-82610015,303078,2,1,1
SW-70531683,DRA 20,3,1,1
SW-50280581,401342,3,1,1
SW-72811566,DRA 1518,3,1,1
SW-60220021,NPSWQD007150,1,1,1
SW-50220288,040095,4,1,1
SW-50210530,041321,5,1,1
SW-50210352,401500,4,1,1
SW-70611292,DRA 1130,5,1,1
SW-50330344,401961,3,1,2
SW-50580185,040725,4,1,1
SW-81810885,303580,3,1,1
SW-70550126,201437,7,1,1
SW-70614950,200976,6,1,1
SW-81922269,302707,5,1,1
SW-50210329,401518,4,1,1
SW-72920004,203885,2,1,1
SW-70512748,202848,4,1,1
SW-73015033,202081,5,1,1
SW-70241252,NRA-SW-0273,2,1,1
SW-E8100009,070005,3,1,1
SW-A3190224,102712,2,1,1
SW-C1834900,041827,2,1,1
SW-T1000043,100537,4,1,1
SW-Z8490104,100854,7,1,1
SW-6WXE0324,043196,2,1,1
SW-C1280900,043285,2,1,1
SW-50231163,051009,2,1,1
SW-50700000,051014,2,1,1
SW-C1572900,050826,2,1,1
SW-82611605,EPRHP3822XT,1,1,1
SW-81810153,031294,8,1,1
SW-60110015,EPRHP3520XQ,1,1,1
SW-60220047,EPRJP3829GK,1,1,1
SW-C1831900,051270,2,1,1
SW-60033346,081928,3,1,1
SW-82110024,EPRBB3991ND,1,1,1
SW-81231114,NRA-SW-6739,5,1,1
SW-70816012,200261/FN/01,6,1,1
SW-70921066,DRA 1456,5,1,1
SW-60030230,100551,2,1,1
SW-70630153,203388,5,1,01
SW-70710315,202711,6,1,1
SW-60040008,102004,2,1,1
SW-60220051,103765,2,1,1
SW-6WXE0554,071609,5,1,2
SW-70531787,200927,6,1,1
SW-70711743,203562,5,1,1
SW-81940166,302508,5,1,1
SW-81020843,033125/FN/01,6,1,1
SW-82210102,NRA-SW-5242,2,1,1
SW-82210920,303096,8,1,1
SW-82211842,NRA-SW-0782,14,1,1
SW-70816000,202957,2,1,1
SW-50280547,050109,2,1,1
SW-50250711,401224,3,1,1
SW-60090001,101853,4,1,1
SW-50340053,402257,2,1,1
SW-C1238900,040327,2,1,1
SW-A4020103,100932,2,1,1
SW-E1002809,071830,2,1,1
SW-81511725,15/48/174/P/1,6,1,1
SW-72922737,200355/FN/01,5,1,1
SW-70220171,DRA 1559,6,1,1
SW-6WXE0028,NPSWQD010266,2,1,1
SW-6WXE0003,013091,2,1,1
SW-6WXE0061,101095,2,1,1
SW-6WXE0048,101645,2,1,1
SW-6WXE0050,101648,2,1,1
SW-6WXE0043,102703,2,1,1
SW-A2270406,011557,5,1,1
SW-6WXE0302,101033,3,1,1
SW-60030122,102480,2,1,1
SW-E2240019,101640,4,1,1
SW-50900008,EPRJP3920GV,1,1,1
SW-82211585,EPRCB3290NU,1,01,1
SW-50020162,101579,4,1,1
SW-50230021,402507,5,1,1
SW-91252508,303508,6,1,1
SW-70621008,200733,2,1,1
SW-73023814,200417,6,1,1
SW-70511377,SWWA 180,5,1,1
SW-60140275,EPRDB3090RX,1,1,1
SW-81219904,303000,7,1,3
SW-73041968,003126/FN/01,6,1,1
SW-70821790,NRA-SW-6964,3,1,1
SW-73010018,201313,2,1,1
SW-82528090,NRA-SW-6746,5,1,1
SW-70630202,NRA-SW-6737,5,1,1
SW-70512748,202848,7,1,1
SW-60040013,EPREB3890AX,1,1,1
SW-E7000039,EPREB3890AX,1,2,1
SW-73115125,002671/FU/01,9,1,1
SW-73041968,003126/FN/01,8,1,1
SW-E7000019,EPRGP3623GZ,4,1,1
SW-50341163,401089,5,1,1
SW-81931393,EPRDB3893EE,1,1,1
SW-50220007,EPREB3796AV,1,1,1
SW-6WXE0037,100439,2,1,1
SW-6WXE0016,103043,2,1,1
SW-81950668,NRA-SW-7828,5,1,1
SW-81916511,NRA-SW-7828,5,1,2
SW-70721478,NRA-SW-7808,6,1,1
SW-70570224,NRA-SW-3495,5,1,1
SW-70230023,203744,2,1,1
SW-70510018,203915,2,1,1
SW-50320175,401609,4,1,1
SW-72022098,DRA 1062,8,2,1
SW-50280004,401777,2,1,1
SW-70420120,NRA-SW-5792,3,1,1
SW-81910030,302950,7,1,1
SW-6WXE0022,100679,2,1,1
SW-T1000024,072047,2,1,1
SW-50330342,401961,4,1,1
SW-82010258,034613,2,1,1
SW-6WXE0021,010862,3,1,1
SW-50250001,EPRHP3926GS,1,1,1
SW-50220005,EPRHP3926XR,1,1,1
SW-82610007,301225,2,1,1
SW-82510013,302202,3,1,1
SW-60260109,EPRVP3626GH,1,1,1
SW-72937820,203604,3,1,1
SW-81020892,EPRYP3991EN,1,1,1
SW-60030400,EPRGP3029GZ,2,1,1
SW-70520012,EPRVP3225XW,1,2,1
SW-50210019,402294,2,1,1
SW-6WXE0103,401094,2,1,1
SW-6WXE0124,402475,2,1,1
SW-50260468,400194/TF/01,2,1,1
SW-50230428,040833,2,1,1
SW-60230009,EPRYP3527XX,1,1,1
SW-50340174,050995,3,1,1
SW-60131506,102190,6,1,1
SW-6WXE0134,103178,2,1,1
SW-6WXE0141,103186,2,1,1
SW-70232035,NRA-SW-3897,5,1,1
SW-72937209,NRA-SW-0272,5,1,1
SW-50440149,043232,2,1,1
SW-50570152,400114/CF/01,2,1,1
SW-C7022001,401057,2,2,1
SW-50570388,401060,2,2,2
SW-50250711,401224,2,1,1
SW-60040001,EPRJP3829XB,1,1,1
SW-70420177,NRA-SW-3706,7,1,1
SW-60030261,EPRMP3728GG,1,1,1
SW-50280015,EPRNP3327GJ,1,1,1
SW-81930912,302298,7,1,1
SW-70711205,202742,2,1,1
SW-70710320,202711,8,1,2
SW-70531189,DRA 936,10,1,1
SW-50040982,040001,6,1,1
SW-50580187,040725,5,2,1
SW-E2230009,072480,2,1,1
SW-Z5012901,010031,5,1,1
SW-73010022,200031,2,1,1
SW-50340652,042362,3,1,1
SW-Z1150103,102858,5,1,1
SW-50240179,040044,6,1,1
SW-Z9370403,101440,5,1,1
SW-6WXE0491,102218,6,1,2
SW-50260001,401537,2,1,1
SW-82315120,303394,8,1,1
SW-50250621,041631,3,1,1
SW-50260219,401232,2,1,1
SW-70722885,EPRAB3092EA,1,1,1
SW-6WXE0394,401286,3,1,1
SW-6WXE0403,103575,2,1,1
SW-C1494900,040810,2,1,1
SW-C1991900,041481,2,1,1
SW-50342693,041662,2,1,1
SW-Z4170103,102713,6,1,1
SW-81810013,NPSWQD007390,2,1,1
SW-6WXE0538,011557,6,2,1
SW-50040982,040001,9,1,1
SW-6WXE0522,102362,7,1,2
SW-6WXE0448,100458,2,1,1
SW-Z1460103,102328,4,1,1
SW-6WXE0320,100820,2,1,1
SW-81940166,302508,6,1,1
SW-E2130019,070125,2,1,1
SW-A2290104,102219,4,1,1
SW-72911631,DRA 459,9,1,1
SW-72815053,NRA-SW-6967,6,1,2
SW-6WXE0085,401422,2,1,1
SW-6WXE0013,103042,2,1,1
SW-73070139,NRA-SW-7883,3,1,1
SW-6WXE0532,010059,6,1,2
SW-6WXE0223,102144,2,1,1
SW-6WXE0224,102145,2,1,1
SW-A0350127,101652,7,2,1
SW-6WXE0420,NPSWQD010511,3,1,1
SW-91251625,NRA-SW-6741,5,1,1
SW-6WXE0310,012852,2,1,1
SW-6WXE0333,013156,2,1,1
SW-6WXE0258,013103,3,1,1
SW-6WXE0115,400643,2,1,2
SW-6WXE0284,101768,3,1,1
SW-6WXE0336,101784,2,1,1
SW-6WXE0350,100522/CS/01,2,1,1
SW-6WXE0429,102780,3,1,1
SW-6WXE0172,010920,4,1,1
SW-6WXE0106,101024,2,1,1
SW-6WXE0166,010940,4,1,1
SW-81231159,301918,9,1,1
SW-81231152,301918,9,1,2
SW-60030148,100919,2,1,1
SW-6WXE0572,NPSWQD004959,2,1,1
SW-81310396,SWWA 1003,5,1,1
SW-60220042,EPRCB3597AC,1,1,1
SW-81519901,302774,2,1,1
SW-81250131,SWWA 2413,5,1,1
SW-6WXE0308,100774,2,1,1
SW-60060020,EPRAB3092RG,1,1,1
SW-60090107,NPSWQD009500,2,1,1
SW-70533233,SWWA 683,6,1,1
SW-6WXE0014,010873,4,1,1
SW-6WXE0253,102883,3,1,1
SW-70531683,DRA 20,7,1,1
SW-50341163,401089,6,1,1
SW-D1002900,401739,7,1,1
SW-81940166,302508,8,1,1
SW-81121426,302125,2,1,1
SW-6WXE0120,401779,2,1,1
SW-6WXE0536,101640,5,2,1
SW-E2080019,072493,5,1,1
SW-6WXE0551,072344,6,4,1
SW-Z1011401,010037,7,1,1
SW-6WXE0512,010037,7,1,2
SW-6WXE0567,041658,3,2,1
SW-6WXE0428,101191,2,1,1
SW-70641031,203812,6,1,1
SW-70221247,DRA 441,8,1,2
SW-E3160039,EPRLB3097EE,1,1,1
SW-E2030099,101327,6,1,1
SW-6WXE0219,101094,3,01,01
SW-6WXE0565,100673,10,2,1
SW-6WXE0178,010935,4,1,1
SW-50210329,401518,7,1,1
SW-50210334,401518,8,1,2
SW-6WXE0571,NPSWQD001439,2,1,1
SW-50350255,EPRAB3190WH,1,1,1
SW-6WXE0518,101879,5,1,2
SW-6WXE0498,102219,6,2,1
SW-6WXE0216,101087,2,1,1
SW-6WXE0221,101075,2,1,1
SW-6WXE0167,010911,4,1,1
SW-6WXE0045,100190,3,1,1
SW-FPF00085,303083,6,1,2
SW-50570002,EPRVB3932AQ,1,1,1
SW-E2030099,101327,5,1,1
SW-70814642,203410,6,1,1
SW-6WXE0409,072347,2,1,1
SW-6WXE0356,021480,2,1,1
SW-6WXE0311,102550,2,1,1
SW-50280012,EPRBB3993DN,1,1,1
SW-E4000019,072373,7,1,1
SW-6WXE0067,401764,2,1,1
SW-6WXE0133,103177,2,1,1
SW-6WXE0530,102361,6,1,2
SW-G0538650,200644/PW/01,1,1,1
SW-50340437,NPSWQD008026,3,1,1
SW-Z6540105,102818,7,1,1
SW-A3200205,010080,5,1,1
SW-6WXE0249,101796,2,1,1
SW-6WXE0256,EPRAP3921GT,2,1,1
SW-6WXE0454,101662,3,1,1
SW-6WXE0276,100456,2,1,1
SW-6WXE0410,401192,3,1,1
SW-70420177,NRA-SW-3706,8,1,1
SW-B0020154,102107,6,1,1
SW-B0020154,102107,7,1,1
SW-50220210,041560,8,1,1
SW-50951082,042451,8,1a,2
SW-Z9420104,101668,4,1,1
SW-73115173,002673,8,1,1
SW-60131506,102190,8,1,1
SW-A2270493,010265,8,1,1
SW-Z8480205,102943,7,1,1
SW-50340036,400492,2,1,1
SW-50230024,400639,2,1,1
SW-81110330,NRA-SW-6977,14,1,1
SW-E4000059,101879,5,1,1
SW-60031215,EPRQB3599NR,1,1,1
SW-70310165,SWWA 2452,2,1,1
SW-Z1012307,010083,6,1,1
SW-50459901,401336,5,1,2
SW-Z8480205,102943,5,1,1
SW-E4140019,071221,6,1,1
SW-6WXE0080,103784,2,1,1
SW-6WXE0079,402122,2,1,1
SW-6WXE0196,102092,2,1,1
SW-E1000159,071671,2,1,1
SW-81414866,EPRCP3620XD,5,1,1
SW-60010006,EPRHB3299RK,1,1,1
SW-6WXE0254,102884,2,1,1
SW-6WXE0242,102877,2,1,1
SW-E1250005,102020,6,1,1
SW-81810603,NRA-SW-5326,2,1,1
SW-60031395,101543,10,1,1
SW-6WXE0517,040044,7,1,2
SW-Z1012005,011342,7,1,1
SW-Z1450105,101886,7,1,1
SW-6WXE0548,101543,6,2,1
SW-Z5550107,010039,7,1,2
SW-Z5550101,010039,8,1,1
SW-6WXE0535,010063,7,2,1
SW-6WXE0535,010063,8,2,1
SW-A2270406,011557,7,1,1
SW-FPF00019,101637,9,2,1
SW-6WXE0530,102361,8,1,2
SW-A4100123,102937,7,1,1
SW-50331386,040055,3,1,2
SW-60032839,102408,6,1,1
SW-60030539,102409,7,1,1
SW-50700369,042618,7,1,1
SW-50280458,402536,3,1,1
SW-C4404700,402536,3,1,2
SW-50540137,401223,2,2,1
SW-81930990,EPRCB3501HJ,1,1,1
SW-60060614,102486,5,1,2
SW-70531246,SWWA 6,10,1,1
SW-81810153,031294,12,1,1
SW-D1001900,040022,7,1,1
SW-C4001700,040022,7,1,2
SW-70220171,DRA 1559,9,1,1
SW-70531246,SWWA 6,11,1,1
SW-50220296,401069,3,1,1
SW-FPF00067,NRA-SW-6741,6,1,2
SW-B3130506,010304,9,1,1
SW-E1270019,070045,5,1,1
SW-50510190,042453,6,1,1
SW-50240315,040119,7,2,1
SW-70540233,DRA 1355,9,1,1
SW-50320389,040093,9,2,1
SW-50320394,040093,10,1,1
SW-50320389,040093,11,2,1
SW-70634131,NRA-SW-6987,2,1,1
SW-6WXE0559,010092,8,1,2
SW-6WXE0550,071228,7,1,2
SW-70711879,200926,9,1,1
SW-70725457,201064,7,1,1
SW-FPF00086,303084,10,1,2
SW-81950512,NRA-SW-7825,7,1,1
SW-50341921,401758,7,1,1
SW-E4330019,102410,7,1,1
SW-50260341,040623,3,1,1
SW-81121439,301942,2,1,1
SW-82211310,EPRHB3999WL,1,1,1
SW-60250671,071228,6,1,1
SW-50459901,401336,6,1,2
SW-Z6540107,102818,10,1,2
SW-50220288,040095,6,1,1
SW-50331384,040055,2,1,1
SW-81411987,NRA-SW-4009,9,1,1
SW-B0060101,010001,9,1,1
SW-B0060101,010001,11,1,1
SW-Z1011538,102718,7,1,2
SW-B0050226,010002,7,2,1
SW-B0050226,010002,8,2,1
SW-Z1010702,102362,9,1,1
SW-6WXE0522,102362,9,1,2
SW-60031354,071798,7,1,1
SW-70501838,NRA-SW-3560,8,1,1
SW-72911631,DRA 459,10,1,1
SW-50340385,401340,5,1,3
SW-73040149,NRA-SW-3518,6,1,1
SW-50210022,402528,4,1,1
SW-70614616,202009,9,1,1
SW-70611292,DRA 1130,10,1,1
SW-6WXE0554,071609,6,1,2
SW-E0910672,101266,2,2,2
SW-81922269,302707,13,1,1
SW-70591632,DRA 262,9,1,1
SW-70110131,003269,4,1,1
SW-A3200205,010080,7,1,1
SW-50410150,040067,5,1,1
SW-E3110039,070154,7,1,1
SW-E3180009,100288,7,1,1
SW-E2330069,071574,6,2,1
SW-70210166,202563,8,1,1
SW-FPF00078,202563,8,1,2
SW-70523010,SWWA 677,2,1,1
SW-D1002900,401739,9,1,1
SW-E8170004,101387,2,1,1
SW-B0010601,102443,4,1,1
SW-82511153,303683,6,1,1
SW-E3170019,102511,5,1,1
SW-E4000041,101331,8,1,2
SW-70570178,203275,6,1,1
SW-70533233,SWWA 683,12,1,1
SW-50360555,040023,5,1,1
SW-C4009700,401758,6,2,1
SW-A3190224,102712,6,1,1
SW-50450167,041518,1,2,1
SW-50450146,041519,1,1,1
SW-50540165,041557,1,3,1
SW-D1727900,041570,1,1,1
SW-50580002,041616,1,1,1
SW-50570239,041639,1,1,1
SW-E1000071,070111,1,1,1
SW-E1570019,070351,1,1,1
SW-A1260019,011441,1,1,1
SW-50361265,042103,1,1,1
SW-70920119,004296/TF/01,1,3,1
SW-70826009,004373,1,2,1
SW-50370333,401495,9,1,1
SW-50370333,401495,10,1,1
SW-50370333,401495,11,1,1
SW-70210706,003101/FN/01,7,1,1
SW-6WXE0521,401089,7,2,1
SW-50340496,040628,8,1,1
SW-50340501,401339,4,1,1
SW-50340503,401339,4,1,2
SW-91261312,303084,9,1,1
SW-81201373,NRA-SW-6975,6,2,1
SW-FPF00024,102289,5,2,1
SW-82528141,15/49/281/P/16,9,2,1
SW-E3070019,102389,6,1,1
SW-6WXE0514,102389,6,2,1
SW-E4230019,070114,5,1,1
SW-FPF00085,303083,7,1,2
SW-81010180,302993,9,1,1
SW-E1000031,070118,1,2,1
SW-E6280049,070119,1,2,1
SW-E4000041,070134,1,1,2
SW-E2000099,070152,1,1,1
SW-E3110031,070154,1,2,1
SW-50330890,041730,1,1,1
SW-50370660,041754,1,1,1
SW-50340800,041825,1,1,1
SW-50340271,041829,1,1,1
SW-50280549,041927,1,1,1
SW-50260002,041954,1,1,1
SW-A3190224,011525,1,1,1
SW-B3130408,011555,1,1,1
SW-A1260110,011562,1,1,1
SW-81110218,034538/TR/01,1,1,1
SW-C1103900,042330,1,1,1
SW-50450395,042395,1,1,1
SW-50510190,042453,1,1,1
SW-72940009,004675/PA/01,1,1,1
SW-Z1012021,010007,1,1,1
SW-Z1012129,010018,1,2,1
SW-A2290104,010028,1,1,1
SW-Z4170228,010054,1,1,2
SW-B3130403,010060,1,1,1
SW-Z9400114,010069,1,1,1
SW-Z1140202,010070,1,1,1
SW-Z9380203,010075,1,1,1
SW-A4070202,010081,1,1,1
SW-A4070220,010081,1,1,2
SW-A2280104,010091,1,1,1
SW-A0350128,010093,1,3,1
SW-50260222,040164,1,1,1
SW-50311133,042945,1,1,1
SW-50901043,042988,1,1,1
SW-C1278900,043139,1,1,1
SW-50360546,043214,1,1,1
SW-50440146,043231,1,1,1
SW-50210537,043264,1,1,1
SW-A4070446,010333,1,1,1
SW-A3200247,010334,1,1,1
SW-50700150,040434,1,1,1
SW-50340001,043465/PA/01,1,1,1
SW-Z3110106,012588,1,1,1
SW-50550340,040503,1,1,1
SW-B0010401,010580,1,1,1
SW-50570173,040665,1,2,1
SW-50590660,040732,1,1,1
SW-Z7500143,011776,1,1,2
SW-50210752,040056,1,1,1
SW-50830267,040069,1,1,1
SW-50340388,040078,1,1,1
SW-50350246,042641,1,1,1
SW-50340750,042647,1,1,1
SW-50220480,042718,1,1,1
SW-Z3110104,010033,1,1,1
SW-Z1520103,010046,1,1,1
SW-50810361,040085,1,1,1
SW-50520133,040096,1,1,2
SW-50450111,040098,1,2,1
SW-50211355,040101,1,1,1
SW-50310131,040127,1,1,1
SW-50590151,040138,1,1,1
SW-C1497900,040155,1,1,1
SW-A0350135,010136,1,1,1
SW-Z5550126,010156,1,1,1
SW-A1260165,010215,1,1,1
SW-50231130,040264,1,1,1
SW-50340769,040309,1,1,1
SW-50360944,043113,1,1,1
SW-B0020104,010356,1,1,1
SW-A4070206,010370,1,1,1
SW-Z9370429,010376,1,1,1
SW-A2290134,012337,1,3,1
SW-B0010108,012477,1,1,1
SW-50361190,040395,1,1,1
SW-Z1012343,010432,1,1,1
SW-50222094,040600,1,1,1
SW-50340493,040628,1,1,2
SW-C1921900,050682,1,1,1
SW-50250244,050702,1,1,1
SW-Z1012402,010541,1,1,1
SW-50331275,040816,1,1,1
SW-50230428,040833,1,1,1
SW-50210244,050719,1,1,1
SW-50270136,050751,1,1,1
SW-50210221,050757,1,1,1
SW-50222520,050768,1,1,1
SW-50050869,050830,1,1,1
SW-T1000022,012996,1,1,1
SW-A4080107,013071,1,1,1
SW-50341689,050934,1,1,1
SW-50342390,050975,1,1,1
SW-50231159,051010,1,1,1
SW-C1803900,051043,1,1,1
SW-50430188,051266,1,1,1
SW-50250111,051338,1,1,1
SW-E7060011,070003,1,3,1
SW-50260306,041354,1,1,1
SW-50270169,041359,1,1,1
SW-50311166,041378,1,1,1
SW-50341474,041399,1,1,1
SW-D1100900,041406,1,1,1
SW-60270619,070088,1,1,1
SW-E4000021,070099,1,3,1
SW-60270550,070101,1,1,1
SW-60271072,070102,1,1,1
SW-E3170019,070104,1,1,1
SW-E1000039,013169,1,1,1
SW-50342176,050965,1,1,1
SW-B0010803,021221,1,1,1
SW-A2290119,021242,1,1,1
SW-Z1010328,021252,1,1,1
SW-A1260310,021264,1,1,1
SW-A3190306,021271,1,1,1
SW-A1260136,021307,1,1,1
SW-60010825,070012,1,2,1
SW-E6030029,070014,1,1,1
SW-E2030019,070016,1,1,1
SW-E1270019,070045,1,1,1
SW-E2040011,070053,1,1,2
SW-E4030011,070075,1,2,1
SW-50570152,400114/CF/01,1,1,1
SW-50951246,400140/PW/01,1,1,1
SW-50230025,400147/PA/01,1,1,1
SW-50340730,400306/PA/01,1,1,1
SW-E2040009,070423,1,1,1
SW-E1000119,070444,1,1,1
SW-E1500609,070451,1,1,1
SW-T1000025,070466,1,1,1
SW-G0425010,200534/TF/01,1,1,1
SW-E1000209,070567,1,1,1
SW-73060009,200548/FD/01,1,1,1
SW-G0620750,200594/PW/01,1,1,1
SW-81250105,CRA 150,1,1,1
SW-60590241,081794,1,4,1
SW-91261311,2896/10,1,1,1
SW-73050205,DRA 1358,1,1,1
SW-72940173,DRA 1455,1,1,1
SW-E4450619,081955,1,1,1
SW-E7030059,081977,1,1,1
SW-60030381,082020,1,1,1
SW-E3180039,082082,1,1,1
SW-60011187,082093,1,1,1
SW-E1121109,082112,1,1,1
SW-70221296,200366/FN/01,1,1,1
SW-70221296,200366/FN/02,1,1,1
SW-50510139,400305/PW/01,1,1,1
SW-E2030009,070596,1,1,1
SW-E2240319,070677,1,1,1
SW-E8000349,070742,1,2,1
SW-70510285,DRA 1021,1,1,1
SW-60560728,081921,1,1,1
SW-E2260119,081924,1,1,1
SW-E2260029,081924,1,2,1
SW-60100401,081927,1,1,1
SW-E6000519,081933,1,2,1
SW-E5120049,081939,1,1,1
SW-72811566,DRA 1518,1,1,1
SW-73040209,DRA 1534,1,1,1
SW-70230155,DRA 1539,1,1,1
SW-60030005,070987,1,1,1
SW-E1050019,082114,1,1,1
SW-E1008219,082118,1,1,1
SW-81210784,2896/56,1,1,1
SW-81210550,2896/57,1,1,1
SW-73010262,2897/10,1,1,1
SW-70531683,DRA 20,1,1,1
SW-E2050019,070998,1,1,1
SW-60270772,071220,1,1,2
SW-60250671,071228,1,1,1
SW-E0910079,082315,1,1,1
SW-Z1010603,100013,1,2,1
SW-81210350,300155/TR/01,1,1,1
SW-81261126,300156/TR/01,1,1,1
SW-E8100040,071275,1,1,1
SW-E0190029,071299,1,1,1
SW-E1250012,071528,1,1,1
