EA_REGION,REGION,PERMIT_REF,VERSION,OUTLET_NUMBER,EFFLUENT_NUMBER,SPT_DESC,EFF_SAMPLE_POINT,EFF_TMEN_CODE,TMEN_DESC,DWF (m3_d),MAX_DAILY (m3_d),MEAN (m3_d),MAX_RATE (l_s),samplingPoint.notation
SW,EA South West Region,DRA 1351,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73020875,,,151.72,,,,SW-73020875
SW,EA South West Region,204052,1,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,72910006,29,PACKAGE TREATMENT PLANT,,16.0,,,SW-72910006
SW,EA South West Region,103827,1,1,1,TRADE DISCHARGES - COOLING WATER,63020411,99,NONE,,3232.0,,73.0,SW-63020411
SW,EA South West Region,NRA-SW-6619,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81950648,01,BIOLOGICAL FILTRATION,300.0,,,,SW-81950648
SW,EA South West Region,002027,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81281989,01,BIOLOGICAL FILTRATION,70.0,,,,SW-81281989
SW,EA South West Region,302776,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81814970,11,SCREENING,78.3,,,,SW-81814970
SW,EA South West Region,401655,1,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,50280003,29,PACKAGE TREATMENT PLANT,,10.0,,,SW-50280003
SW,EA South West Region,042463,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50310131,01,BIOLOGICAL FILTRATION,100.0,,,,SW-50310131
SW,EA South West Region,040111,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50900956,03,TERTIARY BIOLOGICAL,75.0,,,,SW-50900956
SW,EA South West Region,203031,1,1,3,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,70711764,99,NONE,,4546.0,,52.0,SW-70711764
SW,EA South West Region,401612,1,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,50281480,01,BIOLOGICAL FILTRATION,,21.0,,,SW-50281480
SW,EA South West Region,102486,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60060613,01,BIOLOGICAL FILTRATION,,,,,SW-60060613
SW,EA South West Region,203018,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,75110001,29,PACKAGE TREATMENT PLANT,,15.0,,,SW-75110001
SW,EA South West Region,302298,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81930912,23,ACTIVATED SLUDGE,3186.0,,,,SW-81930912
SW,EA South West Region,302775,1,1,1,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,81519906,11,SCREENING,1188.0,,,,SW-81519906
SW,EA South West Region,203161,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72923754,01,BIOLOGICAL FILTRATION,165.0,,,,SW-72923754
SW,EA South West Region,203087,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70610416,11,SCREENING,,,,,SW-70610416
SW,EA South West Region,203093,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70610019,11,SCREENING,,,,,SW-70610019
SW,EA South West Region,203095,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70610020,11,SCREENING,,,,,SW-70610020
SW,EA South West Region,071574,2,2,1,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),E2330069,21,SAND FILTRATION,,1200.0,,,SW-E2330069
SW,EA South West Region,011348,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A4070439,01,BIOLOGICAL FILTRATION,65.0,,,,SW-A4070439
SW,EA South West Region,071853,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E2030059,01,BIOLOGICAL FILTRATION,341.0,,,,SW-E2030059
SW,EA South West Region,071228,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60250671,01,BIOLOGICAL FILTRATION,160.0,821.0,,,SW-60250671
SW,EA South West Region,302983,1,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,81911106,29,PACKAGE TREATMENT PLANT,,32.0,,,SW-81911106
SW,EA South West Region,002491/FU/01,7,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73010354,22,UV DISINFECTION,15231.0,,,359.0,SW-73010354
SW,EA South West Region,102190,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60131506,01,BIOLOGICAL FILTRATION,,,,,SW-60131506
SW,EA South West Region,300705,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82310127,23,ACTIVATED SLUDGE,17698.0,,,,SW-82310127
SW,EA South West Region,303087,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81250105,23,ACTIVATED SLUDGE,570.0,,,,SW-81250105
SW,EA South West Region,002491/FU/01,8,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73010354,22,UV DISINFECTION,15231.0,,,359.0,SW-73010354
SW,EA South West Region,203442,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70812669,22,UV DISINFECTION,454.0,,,,SW-70812669
SW,EA South West Region,203034,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70814690,01,BIOLOGICAL FILTRATION,283.0,,,,SW-70814690
SW,EA South West Region,402016,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50340051,01,BIOLOGICAL FILTRATION,,6.0,,,SW-50340051
SW,EA South West Region,202411,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70414515,22,UV DISINFECTION,1643.0,,,,SW-70414515
SW,EA South West Region,SWWA 6,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70531246,01,BIOLOGICAL FILTRATION,536.3,,,,SW-70531246
SW,EA South West Region,401500,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50210352,08,DO NOT USE - USE 40 TO 43 CHEMICAL - PHOSPHATE STRIPPING,2826.0,,,,SW-50210352
SW,EA South West Region,302505,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81911160,22,UV DISINFECTION,280.0,,,,SW-81911160
SW,EA South West Region,043223,2,1,1,AGRICULTURE - WATER CRESS FARMING,50250701,10,LAGOON SETTLEMENT,,4773.0,,166.0,SW-50250701
SW,EA South West Region,070026,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E4170019,01,BIOLOGICAL FILTRATION,100.0,,,,SW-E4170019
SW,EA South West Region,101456,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E3020019,03,TERTIARY BIOLOGICAL,2481.0,,,,SW-E3020019
SW,EA South West Region,NRA-SW-0782,7,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82211842,01,BIOLOGICAL FILTRATION,19704.0,172800.0,,,SW-82211842
SW,EA South West Region,033125/FN/01,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81020843,23,ACTIVATED SLUDGE,211.0,,,,SW-81020843
SW,EA South West Region,102219,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A2290104,01,BIOLOGICAL FILTRATION,95.0,,,,SW-A2290104
SW,EA South West Region,010031,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z5012901,01,BIOLOGICAL FILTRATION,140.0,,,,SW-Z5012901
SW,EA South West Region,010032,3,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,A0360117,12,MACERATION,,,,,SW-A0360117
SW,EA South West Region,101332,1,1,2,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E1000041,01,BIOLOGICAL FILTRATION,,,,,SW-E1000041
SW,EA South West Region,400972,4,1,3,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,50370441,22,UV DISINFECTION,,,,,SW-50370441
SW,EA South West Region,NRA-SW-0327,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70240290,01,BIOLOGICAL FILTRATION,,10.0,,,SW-70240290
SW,EA South West Region,303508,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91252508,10,LAGOON SETTLEMENT,1823.0,,,,SW-91252508
SW,EA South West Region,071196,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E4150029,01,BIOLOGICAL FILTRATION,1166.0,,,,SW-E4150029
SW,EA South West Region,042453,3,2,1,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,50510192,12,MACERATION,,,,,SW-50510192
SW,EA South West Region,071853,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E2030059,01,BIOLOGICAL FILTRATION,341.0,,,,SW-E2030059
SW,EA South West Region,401739,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,D1002900,01,BIOLOGICAL FILTRATION,2184.0,,,,SW-D1002900
SW,EA South West Region,101879,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E4000059,30,REEDBED,450.0,,,,SW-E4000059
SW,EA South West Region,203413,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70817390,01,BIOLOGICAL FILTRATION,150.0,,,,SW-70817390
SW,EA South West Region,303089,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81261930,01,BIOLOGICAL FILTRATION,66.0,,,,SW-81261930
SW,EA South West Region,202475,6,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,70510455,11,SCREENING,,,,,SW-70510455
SW,EA South West Region,302648,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,80480001,01,BIOLOGICAL FILTRATION,263.0,,,,SW-80480001
SW,EA South West Region,203027,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70581040,01,BIOLOGICAL FILTRATION,468.0,,,,SW-70581040
SW,EA South West Region,DRA 239,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70620522,01,BIOLOGICAL FILTRATION,90.91,,,,SW-70620522
SW,EA South West Region,NRA-SW-0222,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70920109,23,ACTIVATED SLUDGE,140.0,,,,SW-70920109
SW,EA South West Region,010047,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z9370105,01,BIOLOGICAL FILTRATION,795.0,,,,SW-Z9370105
SW,EA South West Region,010054,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z4170204,01,BIOLOGICAL FILTRATION,210.0,,,,SW-Z4170204
SW,EA South West Region,010054,3,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,Z4170228,12,MACERATION,,,,,SW-Z4170228
SW,EA South West Region,040056,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50210755,41,IRON CHEMICAL DOSING FOR PHOSPHATE REMOVAL,190.0,,,,SW-50210755
SW,EA South West Region,042116,3,1,2,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50440001,11,SCREENING,423.0,,,,SW-50440001
SW,EA South West Region,042116,3,1,3,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,50440197,11,SCREENING,,,,,SW-50440197
SW,EA South West Region,401700,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50370695,01,BIOLOGICAL FILTRATION,,20.0,,,SW-50370695
SW,EA South West Region,071609,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E3200019,01,BIOLOGICAL FILTRATION,300.0,,,,SW-E3200019
SW,EA South West Region,010092,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A3200206,01,BIOLOGICAL FILTRATION,100.0,,,,SW-A3200206
SW,EA South West Region,071670,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E4440019,,,460.0,,,13.5,SW-E4440019
SW,EA South West Region,102629,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z9400114,01,BIOLOGICAL FILTRATION,3011.0,,,,SW-Z9400114
SW,EA South West Region,203092,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70620019,11,SCREENING,,,,,SW-70620019
SW,EA South West Region,NRA-SW-4999,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81223443,,,86.6,,,,SW-81223443
SW,EA South West Region,203662,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73031073,01,BIOLOGICAL FILTRATION,247.0,,,,SW-73031073
SW,EA South West Region,303550,1,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,82110784,30,REEDBED,,907.0,,10.5,SW-82110784
SW,EA South West Region,402190,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50230750,01,BIOLOGICAL FILTRATION,,11.0,,,SW-50230750
SW,EA South West Region,203442,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70812669,22,UV DISINFECTION,454.0,,,,SW-70812669
SW,EA South West Region,103580,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60260030,01,BIOLOGICAL FILTRATION,2.0,,,,SW-60260030
SW,EA South West Region,401758,2,2,1,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,C4009700,11,SCREENING,2944.0,,,,SW-C4009700
SW,EA South West Region,NPSWQD001945,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,72922010,06,SEPTIC TANK,,14.7,,,SW-72922010
SW,EA South West Region,400114/CF/01,1,2,2,AGRICULTURE - WATER CRESS FARMING,50570155,99,NONE,,,,,SW-50570155
SW,EA South West Region,203835,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73024767,01,BIOLOGICAL FILTRATION,45.0,,,,SW-73024767
SW,EA South West Region,303575,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,82510056,29,PACKAGE TREATMENT PLANT,,9.62,,,SW-82510056
SW,EA South West Region,201967,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70816605,22,UV DISINFECTION,306.0,,,,SW-70816605
SW,EA South West Region,002491/FU/01,11,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73010354,22,UV DISINFECTION,15231.0,,,359.0,SW-73010354
SW,EA South West Region,103880,1,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),63090007,21,SAND FILTRATION,,30.0,,,SW-63090007
SW,EA South West Region,401739,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,D1002900,01,BIOLOGICAL FILTRATION,2184.0,,,,SW-D1002900
SW,EA South West Region,203050,2,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,73010019,29,PACKAGE TREATMENT PLANT,,9.01,,,SW-73010019
SW,EA South West Region,102794,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,60040002,01,BIOLOGICAL FILTRATION,,10.0,,,SW-60040002
SW,EA South West Region,102797,1,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,60052800,01,BIOLOGICAL FILTRATION,,42.0,,,SW-60052800
SW,EA South West Region,401518,2,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,50210334,11,SCREENING,1811.0,,,,SW-50210334
SW,EA South West Region,302584,2,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81219906,11,SCREENING,21.0,,,,SW-81219906
SW,EA South West Region,302590,2,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81219907,11,SCREENING,91.0,,,,SW-81219907
SW,EA South West Region,EPRGP3220GQ,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,82220450,01,BIOLOGICAL FILTRATION,,6.3,,,SW-82220450
SW,EA South West Region,101327,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E2030099,01,BIOLOGICAL FILTRATION,5079.0,,,,SW-E2030099
SW,EA South West Region,401757,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50320011,23,ACTIVATED SLUDGE,28.0,,,,SW-50320011
SW,EA South West Region,070019,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E4420019,03,TERTIARY BIOLOGICAL,155.0,,,,SW-E4420019
SW,EA South West Region,303347,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,H1210290,22,UV DISINFECTION,30154.0,,,,SW-H1210290
SW,EA South West Region,DRA 308,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70531035,01,BIOLOGICAL FILTRATION,429.0,,,,SW-70531035
SW,EA South West Region,202541,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70510285,22,UV DISINFECTION,1750.0,,,,SW-70510285
SW,EA South West Region,NRA-SW-6742,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81811837,01,BIOLOGICAL FILTRATION,107.0,,,,SW-81811837
SW,EA South West Region,SWWA 880,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91241111,01,BIOLOGICAL FILTRATION,169.0,,,2.0,SW-91241111
SW,EA South West Region,200261/FN/01,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70816012,01,BIOLOGICAL FILTRATION,470.0,,,,SW-70816012
SW,EA South West Region,NRA-SW-6747,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73062522,01,BIOLOGICAL FILTRATION,162.0,,,,SW-73062522
SW,EA South West Region,302908,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81221990,01,BIOLOGICAL FILTRATION,182.0,,,,SW-81221990
SW,EA South West Region,303096,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82210920,01,BIOLOGICAL FILTRATION,1042.0,,,,SW-82210920
SW,EA South West Region,200357/FN/01,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70720812,,,75.0,,,,SW-70720812
SW,EA South West Region,NRA-SW-6619,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81950648,01,BIOLOGICAL FILTRATION,300.0,,,,SW-81950648
SW,EA South West Region,202985,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70591706,01,BIOLOGICAL FILTRATION,115.0,,,,SW-70591706
SW,EA South West Region,203388,4,1,01,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70630153,01,BIOLOGICAL FILTRATION,190.0,,,,SW-70630153
SW,EA South West Region,002673,7,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73115173,22,UV DISINFECTION,2121.0,,,,SW-73115173
SW,EA South West Region,070076,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E1200019,01,BIOLOGICAL FILTRATION,400.0,648.0,,,SW-E1200019
SW,EA South West Region,070085,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E3120029,03,TERTIARY BIOLOGICAL,71.0,,,,SW-E3120029
SW,EA South West Region,401485,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50370281,22,UV DISINFECTION,18630.0,,,,SW-50370281
SW,EA South West Region,400975,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50830285,01,BIOLOGICAL FILTRATION,,11.0,,,SW-50830285
SW,EA South West Region,303049,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82315180,22,UV DISINFECTION,2160.0,,,,SW-82315180
SW,EA South West Region,101332,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E1000039,01,BIOLOGICAL FILTRATION,3750.0,,,,SW-E1000039
SW,EA South West Region,100318,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E0910020,33,MEMBRANE FILTRATION,668.0,,,,SW-E0910020
SW,EA South West Region,100386,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E0910049,22,UV DISINFECTION,6222.0,,,726.0,SW-E0910049
SW,EA South West Region,202081,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73015033,22,UV DISINFECTION,1987.0,,,,SW-73015033
SW,EA South West Region,003174/FU/02,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70514504,22,UV DISINFECTION,9186.0,,,,SW-70514504
SW,EA South West Region,302822,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82010142,08,DO NOT USE - USE 40 TO 43 CHEMICAL - PHOSPHATE STRIPPING,2893.0,,,,SW-82010142
SW,EA South West Region,003174/FU/02,8,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70514504,22,UV DISINFECTION,11825.0,,,,SW-70514504
SW,EA South West Region,SWWA 2412,4,1,1,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,70230018,01,BIOLOGICAL FILTRATION,,,,,SW-70230018
SW,EA South West Region,EPRAP3723GT,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50810003,06,SEPTIC TANK,,10.8,,,SW-50810003
SW,EA South West Region,NRA-SW-3144,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,70810788,29,PACKAGE TREATMENT PLANT,,4.9,,,SW-70810788
SW,EA South West Region,402519,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50340054,01,BIOLOGICAL FILTRATION,8.0,,,,SW-50340054
SW,EA South West Region,303493,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,82514020,29,PACKAGE TREATMENT PLANT,,6.8,,,SW-82514020
SW,EA South West Region,033125/FN/01,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81020843,23,ACTIVATED SLUDGE,211.0,,,,SW-81020843
SW,EA South West Region,042479,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,D1036900,23,ACTIVATED SLUDGE,3204.0,,,,SW-D1036900
SW,EA South West Region,400921,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50240544,08,DO NOT USE - USE 40 TO 43 CHEMICAL - PHOSPHATE STRIPPING,5500.0,,,,SW-50240544
SW,EA South West Region,SWWA 2106,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91251648,01,BIOLOGICAL FILTRATION,29.6,,,,SW-91251648
SW,EA South West Region,402507,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50230021,01,BIOLOGICAL FILTRATION,230.0,,,,SW-50230021
SW,EA South West Region,041352,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50280457,08,DO NOT USE - USE 40 TO 43 CHEMICAL - PHOSPHATE STRIPPING,1887.0,,,,SW-50280457
SW,EA South West Region,DRA 1351,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73020875,,,151.72,,,,SW-73020875
SW,EA South West Region,DRA 1349,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70826012,01,BIOLOGICAL FILTRATION,104.54,,,,SW-70826012
SW,EA South West Region,NRA-SW-0003,2,2,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72923186,,,28.0,,,,SW-72923186
SW,EA South West Region,302804,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81914813,01,BIOLOGICAL FILTRATION,261.0,,,,SW-81914813
SW,EA South West Region,203276,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70591240,01,BIOLOGICAL FILTRATION,12.3,,,,SW-70591240
SW,EA South West Region,15/48/24/P/4,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82113588,01,BIOLOGICAL FILTRATION,100.0,,,,SW-82113588
SW,EA South West Region,202711,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70710315,33,MEMBRANE FILTRATION,66.0,,,,SW-70710315
SW,EA South West Region,071984,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E2060099,01,BIOLOGICAL FILTRATION,,6.0,,,SW-E2060099
SW,EA South West Region,082174,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E1380519,01,BIOLOGICAL FILTRATION,9.0,,,0.3,SW-E1380519
SW,EA South West Region,010568,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A2270501,01,BIOLOGICAL FILTRATION,,16.8,,,SW-A2270501
SW,EA South West Region,103453,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,61200420,01,BIOLOGICAL FILTRATION,334.0,,,,SW-61200420
SW,EA South West Region,071231,3,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),E4000009,21,SAND FILTRATION,,216.0,,,SW-E4000009
SW,EA South West Region,303000,4,1,3,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,81219904,11,SCREENING,,,,,SW-81219904
