"COMPANY_NAME","DISCHARGE_SITE_NAME","DISCHARGE_SITE_TYPE_CODE","DSI_TYPE_DESCRIPTION","ADD_OF_DISCHARGE_SITE_LINE_1","ADD_OF_DISCHARGE_SITE_LINE_2","ADD_OF_DISCHARGE_SITE_LINE_3","ADD_OF_DISCHARGE_SITE_LINE_4","ADD_OF_DISCHARGE_SITE_PCODE","DISTRICT_COUNCIL","DISCHARGE_NGR","CATC_NAME","CATCHMENT_CODE","EA_REGION","SOURCE","PERMIT_NUMBER","PERMIT_VERSION","RECEIVING_WATER","RECEIVING_ENVIRON_TYPE_CODE","REC_ENV_CODE_DESCRIPTION","ISSUED_DATE","EFFECTIVE_DATE","REVOCATION_DATE","STATUS_OF_PERMIT","STATUS_DESCRIPTION","OUTLET_NUMBER","OUTLET_TYPE_CODE","OUTLET_TYPE_DESCRIPTION","OUTLET_GRID_REF","EFFLUENT_NUMBER","EFFLUENT_TYPE","EFF_TYPE_DESCRIPTION","EFFLUENT_GRID_REF","geometry"
"CERNE VALLEY FISHERIES LTD","HUISH TROUT FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","SYDLING ST NICHOLAS","DORCHESTER","DORSET","DT2 9NS","DT2 9NS","DORSET UA","SY6320098800","SYDLING WATER","44/54-","SW","EA South West Region","041557","1","SYDLING WATER","1.0","Freshwater river","","08/31/90 00:00:00","04/19/94 00:00:00","K2","CONSENT REVOKED OR REVISED - NEW CONSENT ISSUED (37(1))","3","T","Trade","SY6320098650","1","AC","AGRICULTURE - FISH FARMING - WATER COMPANY","SY6320098680","POINT (363200 98800)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER (LOUDS MILL) STW","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","ST GEORGES ROAD","DORCHESTER","DORSET","DT1 1PE","DORSET UA","SY7090090230","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","041639","1","RIVER FROME","1.0","Freshwater river","","09/19/90 00:00:00","12/20/01 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","2","T","Trade","SY7116090330","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY7081090170","POINT (370900 90230)"
"WESSEX WATER SERVICES LIMITED","SYDLING ST.NICHOLAS","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","","","","","DORSET UA","SY6313098610","SYDLING WATER","44/54-","SW","EA South West Region","040091","1","","","","","07/10/84 00:00:00","06/12/01 00:00:00","K7","REVOKED - UNSPECIFIED","1","S","Sewage - water company","SY6320098450","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY6304098800","POINT (363130 98610)"
"F SOUTH","DEW LODGE","A0","Domestic property (single) (incl farm house)","POUND LANE","DEWLISH","DORCHESTER","DORSET","DT2 7LZ","DORSET UA","SY7780098500","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","040124","1","DEVILS BROOK","1.0","Freshwater river","","06/01/85 00:00:00","05/11/98 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY7781098490","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY7781098490","POINT (377800 98500)"
"MR H WALLIS","PLOT ADJ. HILLVIEW","A0","Domestic property (single) (incl farm house)","STREETWAY LANE","CHESELBOURNE","DORCHESTER","DORSET","DT2 7NU","DORSET UA","ST7621000240","DEVILS BROOK/CHESILBN STM","44/42-","SW","EA South West Region","040260","1","SOAKAWAY","3.0","Into land / infiltration system","","05/02/86 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","ST7621000240","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","ST7621000240","POINT (376210 100240)"
"WESSEX WATER SERVICES LIMITED","BLACKHEATH WWTW","A2","WwTW/Sewage Treatment Works (water company)","BLOXWORTH","WAREHAM","","DORSET","BH20 7EJ","DORSET UA","SY8995093350","HOLES BAY","44/95-","SW","EA South West Region","042451","1","SHERFORD RIVER (S)","1.0","Freshwater river","08/05/93 00:00:00","07/30/93 00:00:00","12/30/05 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY9094092650","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY8977093260","POINT (389950 93350)"
"MR DAY","THOMAS HARDYE SCHOOL","85","Education/Nursery/School/College/Uni/Training Venue","QUEENS AVENUE","DORCHESTER","","DORSET","DT1 2ET","DORSET UA","SY6814089940","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","042932","1","SOAKAWAY","3.0","Into land / infiltration system","11/30/94 00:00:00","11/30/94 00:00:00","12/16/12 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","T","Trade","SY6812089870","1","TC","TRADE DISCHARGES - SITE DRAINAGE","SY6812089870","POINT (368140 89940)"
"WADDON VALE PROPERTIES","BURNT BARN SITE","A1","Domestic property (multiple) (incl farm houses)","DORCHESTER ROAD","SYDLING ST NICHOLAS","DORCHESTER","DORSET","DT2 9NU","DORSET UA","SY6328099240","SYDLING WATER","44/54-","SW","EA South West Region","040321","1","SYDLING WATER","1.0","Freshwater river","","10/01/86 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","2","T","Trade","SY6328099230","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY6328099230","POINT (363280 99240)"
"VITACRESS SALADS LIMITED.","DODDINGS FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","DODDINGS","WAREHAM","","DORSET","BH20 7NJ","DORSET UA","SY8522093780","BERE STREAM","44/44-","SW","EA South West Region","043236","1","BERE STREAM","1.0","Freshwater river","03/05/96 00:00:00","03/29/96 00:00:00","09/14/11 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","2","A","Agriculture","SY8539093150","1","AD","AGRICULTURE - WATER CRESS FARMING","SY8539093150","POINT (385220 93780)"
"MR PHILIP HESLOP","2 DWELLINGS AT WOOLCOMBE FARM","A1","Domestic property (multiple) (incl farm houses)","SHATCOMBE LANE","TOLLER PORCORUM","DORSET","DT2 0DP","DT2 0DP","DORSET UA","SY5562095080","RIVER HOOKE/WYNFORD STRM","44/52-","SW","EA South West Region","043162","1","PARTIAL INTRUSION BROOMS BROOK","1.0","Freshwater river","02/23/96 00:00:00","02/21/96 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","SY5540095440","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SU1643057510","POINT (355620 95080)"
"VITACRESS SALADS LIMITED.","MANOR FARM WATERCRESS BEDS","03","Fish + Aquaculture/Fish Farm/Cress Farm","MANOR FARM","SOUTHBROOK","BERE REGIS, WAREHAM","DORSET","BH20 7LH","DORSET UA","SY8476094630","BERE STREAM","44/44-","SW","EA South West Region","043231","1","BERE STREAM","1.0","Freshwater river","03/05/96 00:00:00","03/29/96 00:00:00","09/14/11 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","A","Agriculture","SY8475094670","1","AD","AGRICULTURE - WATER CRESS FARMING","SY8475094670","POINT (384760 94630)"
"PARKDEAN HOLIDAYS LTD","WARMWELL HOLIDAY VILLAGE","A1","Domestic property (multiple) (incl farm houses)","TOURING & CAMPING PARK","WARMWELL","DORSET","","","DORSET UA","SY7630087630","TADNOLL BROOK/EMPOOL STRM","44/58-","SW","EA South West Region","040462","1","TADNOLL BROOK","1.0","Freshwater river","","09/01/87 00:00:00","08/01/04 00:00:00","K7","REVOKED - UNSPECIFIED","1","U","Sewage - not water company","SY7616087440","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7610087540","POINT (376300 87630)"
"WESTBURY HOMES","THE ORCHIDS","A0","Domestic property (single) (incl farm house)","DEVELOPMENT OFF ELDER RD","BERE REGIS","DORSET","","","DORSET UA","SY8400095000","BERE STREAM","44/44-","SW","EA South West Region","040917","1","BERE STREAM","3.0","Into land / infiltration system","","07/01/89 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","3","T","Trade","SY8429094800","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY8429094800","POINT (384000 95000)"
"J GOLDSACK ESQ","WEST HOLME FARM","A0","Domestic property (single) (incl farm house)","WAREHAM","DORSET",".",".","BH20 6AQ","DORSET UA","SY8872085860","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","040683","1","SOAKAWAY","3.0","Into land / infiltration system","","12/22/87 00:00:00","10/01/96 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","U","Sewage - not water company","SY8872085860","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8872085860","POINT (388720 85860)"
"HOLLYBUSH LEISURE LTD","KEMPS COUNTRY HOUSE","55","Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel","HOTEL RESTAURANT","EAST STOKE","WAREHAM","DORSET","BH20 6AL","DORSET UA","SY8803087080","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","040693","1","SOAKAWAY","3.0","Into land / infiltration system","","03/01/88 00:00:00","06/25/07 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","U","Sewage - not water company","SY8801087110","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8801087110","POINT (388030 87080)"
"BP EXPLORATION OPERATING CO. LTD.","WAREHAM D WELLSITE","06","Extraction of Crude Petroleum + Natural Gas","WAREHAM","DORSET","","","","DORSET UA","SY8983087500","PIDDLE-BERE STM TO WAREHM","44/45-","SW","EA South West Region","040710","1","UN NAMED DITCH","1.0","Freshwater river","","01/10/91 00:00:00","02/22/08 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY8979087630","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY8979087620","POINT (389830 87500)"
"MR AND MRS A K BROWNING","BROCKHILL FISH FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","BROCKHILL","BERE REGIS","DORSET","","","DORSET UA","SY8384092860","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","050925","1","RIVER PIDDLE","1.0","Freshwater river","","07/21/78 00:00:00","09/05/05 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY8384092860","1","AC","AGRICULTURE - FISH FARMING - WATER COMPANY","SY8384092860","POINT (383840 92860)"
"COBB, J. & C.","SOUTHOVER FARM","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","TOLPUDDLE","DORSET","","","","DORSET UA","SY7890094100","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","050926","1","","","","","04/04/79 00:00:00","10/06/94 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY7890094130","1","AA","AGRICULTURE - ARABLE FARMING","SY7890094130","POINT (378900 94100)"
"WESSEX WATER SERVICES LIMITED","35 KINGS ROAD","A3","Storm Tank/CSO on Sewerage Network (water company)","DORCHESTER","","","DORSET","DT1 1NL","DORSET UA","SY6983890172","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","041213","1","SWS-RIVER FROME","1.0","Freshwater river","","09/12/89 00:00:00","06/04/99 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY6983090170","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY6983090170","POINT (369838 90172)"
"WEYMOUTH AND SHERBORNE RECYCLING","LOUDS MILL CIVIC AMENITY","38","Waste Collection/Treatment/Disposal/Materials Recovery","COMPOUND","LOUDS MILL","ST GEORGES ROAD","DORCHESTER, DORSET","DT1 1PE","DORSET UA","SY7115090220","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","041328","1","SOAKAWAY","3.0","Into land / infiltration system","06/11/91 00:00:00","06/06/91 00:00:00","12/16/12 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","T","Trade","SY7112090210","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY7111090210","POINT (371150 90220)"
"THE LORD KG DIGBY","ABBEY FARM(CERNE ABBAS)","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","CERNE ABBAS","DORCHESTER","DORSET","","","DORSET UA","ST6653001370","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","051241","1","","","","","02/22/74 00:00:00","04/07/94 00:00:00","K7","REVOKED - UNSPECIFIED","1","T","Trade","ST6640001600","1","AA","AGRICULTURE - ARABLE FARMING","ST6640001600","POINT (366530 101370)"
"WESSEX WATER SERVICES LIMITED","WOOL STW","A2","WwTW/Sewage Treatment Works (water company)","WOOL","WAREHAM","","DORSET","DT2 8DH","DORSET UA","SY8212387340","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","041350","1","DORSET FROME, RIVER(S)","1.0","Freshwater river","02/20/90 00:00:00","02/20/90 00:00:00","01/30/06 00:00:00","K7","REVOKED - UNSPECIFIED","1","S","Sewage - water company","SY8261087320","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY8224087370","POINT (382123 87340)"
"W REDER","FORMER CONGREGATIONAL","A0","Domestic property (single) (incl farm house)","CHAPEL","(THE OLD CHAPEL)","RAMPISHAM","DORCHESTER    DORSET","","DORSET UA","ST5578002620","FROME ABOVE RIVER HOOKE","44/51-","SW","EA South West Region","041371","1","THE WRAXALL BROOK","1.0","Freshwater river","","10/01/89 00:00:00","10/14/97 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","ST5580002650","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","ST5580002650","POINT (355780 102620)"
"WESSEX WATER SERVICES LIMITED","TUCKERS MILL CLOSE","A4","Pumping Station on Sewerage Network (water company)","STOBOROUGH","","","","","DORSET UA","SY9290085800","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","041155","1","SSO/EMG DITCH-RIVER FROME","1.0","Freshwater river","","10/31/89 00:00:00","01/07/09 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY9290085800","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY9290085800","POINT (392900 85800)"
"WESSEX WATER SERVICES LIMITED","EAST KNIGHTON PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","EAST KNIGHTON","DORCHESTER",".","DORSET","DT2 8LH","DORSET UA","SY8141085587","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","041178","1","SSO/EMG STREAM RIVER FROME","1.0","Freshwater river","","10/31/89 00:00:00","10/28/07 00:00:00","T1","TEMPORARY CONSENTS (WATER ACT 1989, SECTION 113)","1","T","Trade","SY8140085600","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY8140085600","POINT (381410 85587)"
"MR RAEW WILLIAMS","HIGHER HERRINGSTON FARM","A1","Domestic property (multiple) (incl farm houses)","WINTERBORNE HERRINGSTON","DORCHESTER","","DORSET","DT2 9PU","DORSET UA","SY6859087410","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","041480","1","SOAKAWAY","3.0","Into land / infiltration system","07/03/90 00:00:00","06/29/90 00:00:00","12/16/12 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","U","Sewage - not water company","SY6859087350","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY6859087350","POINT (368590 87410)"
"MR B CHANDLER","WADDOCK FARM","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","WADDOCK","NR. DORCHESTER","DORSET","","","DORSET UA","SY7990091000","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","050138","1","","","","","05/07/63 00:00:00","04/26/99 00:00:00","E3","LAPSED UNDER SCHEDULE 23 ENVIRONMENT ACT 1995","1","T","Trade","SY7990091000","1","AA","AGRICULTURE - ARABLE FARMING","SY7990091000","POINT (379900 91000)"
"BANFIELD, S J","NORRIS MILL FARM (PUDDELTOWN)","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","BOCKHAMPTON","PUDDLETOWN","DORSET","","","DORSET UA","SY7345091050","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","050182","1","","1.0","Freshwater river","","05/28/63 00:00:00","09/13/10 00:00:00","E8","SURRENDERED UNDER EPR 2010","1","T","Trade","SY7345091050","1","AA","AGRICULTURE - ARABLE FARMING","SY7345091050","POINT (373450 91050)"
"JOHN BAGGS (FARMERS) LTD","FERNCROFT FARM(WAREHAM)","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","CAREY","WAREHAM","DORSET","","","DORSET UA","SY9105087950","PIDDLE-BERE STM TO WAREHM","44/45-","SW","EA South West Region","050199","1","","1.0","Freshwater river","","04/22/63 00:00:00","07/13/15 00:00:00","E8","SURRENDERED UNDER EPR 2010","1","T","Trade","SY9105087950","1","AA","AGRICULTURE - ARABLE FARMING","SY9105087950","POINT (391050 87950)"
"WESSEX WATER SERVICES LIMITED","LYTCHETT MINSTER TRIAL AQUIFER","36","WTW/Water Collection/Treatment/Supply","STORAGE & RECOVERY SITE","LYTCHETT MINSTER","POOLE","DORSET",".","DORSET UA","SY9621092820","POOLE - WEYMOUTH COAST","44/03-","SW","EA South West Region","400471","1","GROUNDWATER/TRIB SHERFORD RIVR","1.0","Freshwater river","07/20/98 00:00:00","07/20/98 00:00:00","09/04/01 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","2","T","Trade","SY9621092840","1","TZ","TRADE DISCHARGES - UNSPECIFIED","SY9621092840","POINT (396210 92820)"
"BBTA CONSTRUCTION JOINT VENTURE","VEHICLE WASHDOWN - BBTA","41","Construction of Buildings","CONSTRUCTION JOINT VENTURE","SITE OFFICES - THREE LANES END","PUDDLETOWN, DORCHESTER","DORSET","DT2 8RP","DORSET UA","SY7539094440","BERE STREAM","44/44-","SW","EA South West Region","400406","1","SOAKAWAY","3.0","Into land / infiltration system","07/30/97 00:00:00","07/30/97 00:00:00","12/31/99 00:00:00","X1","CONSENT EXPIRED - TIME LIMIT","1","T","Trade","SY7535094500","1","TD","TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT","SY7541094490","POINT (375390 94440)"
"WESSEX WATER SERVICES LIMITED","CSO AT 58 KINGS ROAD","A3","Storm Tank/CSO on Sewerage Network (water company)","DORCHESTER","","","DORSET",".","DORSET UA","SY6999490424","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","400691","1","(S) MILL STREAM","1.0","Freshwater river","06/29/99 00:00:00","06/04/99 00:00:00","03/31/02 00:00:00","K7","REVOKED - UNSPECIFIED","1","S","Sewage - water company","SY7012090510","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY7012090510","POINT (369994 90424)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER ROAD PS","A4","Pumping Station on Sewerage Network (water company)","WEST STAFFORD","DORCHESTER",".","DORSET","DT2 8AB","DORSET UA","SY7251089710","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","401967","1","SOUTH WINTERBOURNE","1.0","Freshwater river","11/30/05 00:00:00","11/30/05 00:00:00","08/22/21 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY7251089760","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY7251089760","POINT (372510 89710)"
"HALL & WOODHOUSE LIMITED","SILENT WOMAN INN","56","Food+Beverage Services/Cafe/Restaurant/Pub","COLDHARBOUR","WAREHAM","DORSET","","","DORSET UA","SY9030089700","PIDDLE-BERE STM TO WAREHM","44/45-","SW","EA South West Region","050660","1","","1.0","Freshwater river","","02/15/68 00:00:00","10/10/16 00:00:00","E8","SURRENDERED UNDER EPR 2010","1","U","Sewage - not water company","SY9030089700","2","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY9030089700","POINT (390300 89700)"
"WESSEX WATER SERVICES LIMITED","TOLLER PORCORUM WRC","A2","WwTW/Sewage Treatment Works (water company)","TOLLER LANE","TOLLER PORCORUM","DORCHESTER","DORSET","DT2 0DH","DORSET UA","SY5662398014","RIVER HOOKE/WYNFORD STRM","44/52-","SW","EA South West Region","400607","2","RIVER HOOKE(S)","1.0","Freshwater river","05/15/00 00:00:00","03/30/06 00:00:00","03/31/09 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY5665097960","2","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY5662098020","POINT (356623 98014)"
"MR PAUL WHITMARSH","MILL PADDOCK CAMP SITE","55","Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel","CHURCH LANE","EAST STOKE","WAREHAM","DORSET","BH20 6AW","DORSET UA","SY8705086600","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","402013","1","GROUNDWATER VIA SOAKAWAY","3.0","Into land / infiltration system","10/31/05 00:00:00","10/31/05 00:00:00","12/16/12 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","U","Sewage - not water company","SY8712086620","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8712086620","POINT (387050 86600)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER (LOUDS MILL) STW","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","ST GEORGES ROAD","DORCHESTER","DORSET","DT1 1PE","DORSET UA","SY7090090230","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","401050","3","RIVER FROME(S)","1.0","Freshwater river","10/14/08 00:00:00","04/01/09 00:00:00","10/15/09 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","3","S","Sewage - water company","SY7097090360","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY7097090360","POINT (370900 90230)"
"MR P INCH & MISS J HUNT","WOLFETON FARM BUILDINGS","A1","Domestic property (multiple) (incl farm houses)","CHARMINSTER","","","DORSET","DT2 7SG","DORSET UA","SY6866093130","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","401763","1","GROUNDWATER VIA SOAKAWAY","3.0","Into land / infiltration system","08/23/04 00:00:00","08/23/04 00:00:00","12/16/12 00:00:00","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","U","Sewage - not water company","SY6876093070","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY6876093070","POINT (368660 93130)"
"MR BARRY CROOK","WHITCOMBE MONYMUSK RACING STABLES","A1","Domestic property (multiple) (incl farm houses)","WHITCOMBE DOWN ROAD","WHITCOMBE","DORCHESTER","DORSET","DT2 8NY","DORSET UA","SY7135087670","TADNOLL BROOK/EMPOOL STRM","44/58-","SW","EA South West Region","401939","2","GROUNDWATER VIA SOAKAWAY","3.0","Into land / infiltration system","08/02/10 00:00:00","08/02/10 00:00:00","01/21/19 00:00:00","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY7119787724","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7119787724","POINT (371350 87670)"
