,id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.longitude,samplingPoint.latitude,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit,PERMIT_NUMBER,PERMIT_VERSION,MONTH,Unnamed: 0,row_id,n,DETE,DETE_CODE,EA_REGION,EFFLUENT_NUMBER,METHOD,MONTH_FROM,MONTH_TO,OUTLET_NUMBER,PERMIT_REF,REGION,UNITS,VERSION,RULE_TYPE,RULE_VALUE,status
516,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3447198/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 14:20:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.16,PH UNITS,043235,2.0,4,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
517,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3447198/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 14:20:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.16,PH UNITS,043235,2.0,4,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
518,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3447198/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 14:20:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.16,PH UNITS,043235,2.0,4,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
519,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3447198/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 14:20:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.16,PH UNITS,043235,2.0,4,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
534,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3449951/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-13 14:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.35,PH UNITS,043235,2.0,5,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
535,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3449951/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-13 14:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.35,PH UNITS,043235,2.0,5,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
536,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3449951/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-13 14:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.35,PH UNITS,043235,2.0,5,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
537,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3449951/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-13 14:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.35,PH UNITS,043235,2.0,5,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
540,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3449951/observation/0135,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-13 14:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",4.1,MILLIGRAM PER LITRE,043235,2.0,5,60,60,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
541,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3449951/observation/0135,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-13 14:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",4.1,MILLIGRAM PER LITRE,043235,2.0,5,153,153,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
552,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3452157/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-07 13:32:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.17,PH UNITS,043235,2.0,6,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
553,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3452157/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-07 13:32:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.17,PH UNITS,043235,2.0,6,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
554,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3452157/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-07 13:32:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.17,PH UNITS,043235,2.0,6,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
555,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3452157/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-07 13:32:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.17,PH UNITS,043235,2.0,6,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
564,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3452157/observation/6455,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-07 13:32:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,6455,Zinc,5.1,MICROGRAM PER LITRE,043235,2.0,6,110,110,1,Zinc,6455,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,MICROGRAM PER LITRE,2,MAXIMUM VALUE,75.0,PASS
565,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3452157/observation/6455,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-07 13:32:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,6455,Zinc,5.1,MICROGRAM PER LITRE,043235,2.0,6,152,152,1,Zinc,6455,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,MICROGRAM PER LITRE,2,MAXIMUM VALUE,75.0,PASS
570,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3455358/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-07-05 13:38:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.15,PH UNITS,043235,2.0,7,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
571,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3455358/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-07-05 13:38:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.15,PH UNITS,043235,2.0,7,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
572,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3455358/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-07-05 13:38:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.15,PH UNITS,043235,2.0,7,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
573,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3455358/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-07-05 13:38:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.15,PH UNITS,043235,2.0,7,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
588,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3459818/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-24 10:16:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.27,PH UNITS,043235,2.0,8,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
589,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3459818/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-24 10:16:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.27,PH UNITS,043235,2.0,8,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
590,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3459818/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-24 10:16:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.27,PH UNITS,043235,2.0,8,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
591,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3459818/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-24 10:16:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.27,PH UNITS,043235,2.0,8,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
606,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3461961/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-09-13 13:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.26,PH UNITS,043235,2.0,9,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
607,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3461961/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-09-13 13:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.26,PH UNITS,043235,2.0,9,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
608,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3461961/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-09-13 13:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.26,PH UNITS,043235,2.0,9,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
609,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3461961/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-09-13 13:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.26,PH UNITS,043235,2.0,9,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
618,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3461961/observation/6455,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-09-13 13:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,6455,Zinc,55.0,MICROGRAM PER LITRE,043235,2.0,9,110,110,1,Zinc,6455,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,MICROGRAM PER LITRE,2,MAXIMUM VALUE,75.0,PASS
619,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3461961/observation/6455,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-09-13 13:24:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,6455,Zinc,55.0,MICROGRAM PER LITRE,043235,2.0,9,152,152,1,Zinc,6455,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,MICROGRAM PER LITRE,2,MAXIMUM VALUE,75.0,PASS
624,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3467412/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-11-18 08:48:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.07,PH UNITS,043235,2.0,11,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
625,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3467412/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-11-18 08:48:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.07,PH UNITS,043235,2.0,11,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
626,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3467412/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-11-18 08:48:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.07,PH UNITS,043235,2.0,11,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
627,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3467412/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-11-18 08:48:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.07,PH UNITS,043235,2.0,11,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
642,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3468839/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-12-05 09:21:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,043235,2.0,12,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
643,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3468839/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-12-05 09:21:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,043235,2.0,12,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
644,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3468839/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-12-05 09:21:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,043235,2.0,12,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
645,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3468839/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-12-05 09:21:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,043235,2.0,12,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
660,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3447224/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 12:41:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.76,PH UNITS,043233,2.0,4,150,150,1,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
661,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3447224/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 12:41:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.76,PH UNITS,043233,2.0,4,310,150,2,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
669,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3458916/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-11 14:36:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.54,PH UNITS,043233,2.0,8,150,150,1,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
670,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3458916/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-11 14:36:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.54,PH UNITS,043233,2.0,8,310,150,2,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
672,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3458916/observation/0135,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-11 14:36:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",8.0,MILLIGRAM PER LITRE,043233,2.0,8,79,79,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
