COMPANY_NAME,DISCHARGE_SITE_NAME,DISCHARGE_SITE_TYPE_CODE,DSI_TYPE_DESCRIPTION,ADD_OF_DISCHARGE_SITE_LINE_1,ADD_OF_DISCHARGE_SITE_LINE_2,ADD_OF_DISCHARGE_SITE_LINE_3,ADD_OF_DISCHARGE_SITE_LINE_4,ADD_OF_DISCHARGE_SITE_PCODE,DISTRICT_COUNCIL,DISCHARGE_NGR,CATC_NAME,CATCHMENT_CODE,EA_REGION,SOURCE,PERMIT_NUMBER,PERMIT_VERSION,RECEIVING_WATER,RECEIVING_ENVIRON_TYPE_CODE,REC_ENV_CODE_DESCRIPTION,ISSUED_DATE,EFFECTIVE_DATE,REVOCATION_DATE,STATUS_OF_PERMIT,STATUS_DESCRIPTION,OUTLET_NUMBER,OUTLET_TYPE_CODE,OUTLET_TYPE_DESCRIPTION,OUTLET_GRID_REF,EFFLUENT_NUMBER,EFFLUENT_TYPE,EFF_TYPE_DESCRIPTION,EFFLUENT_GRID_REF,DISCHARGE_EASTING,DISCHARGE_NORTHING,permit_pair
SEASIDE LEISURE PARKS LIMITED,SYCAMORE FISHING LAKES,03,Fish + Aquaculture/Fish Farm/Cress Farm,SKEGNESS ROAD,BURGH LE MARSH,SKEGNESS,LINCOLNSHIRE,PE24 5LN,E. LINDSEY,TF5143364721,ANDERBY MAIN/WILLOUGHBY H,29/016,AN,EA Anglian Region,PRNNF18721,1,TRIB WEDLANDS DRAIN,1.0,Freshwater river,06/27/08 00:00:00,06/27/08 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,TF5143364721,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TF5143364721,551433,364721,"('PRNNF18721', 1)"
D J PRIDGEON,IVY HOUSE,A0,Domestic property (single) (incl farm house),LOWGATE RD,HOGSTHORPE,SKEGNESS,,PE24 5QE,E. LINDSEY,TF5446672900,,,AN,EA Anglian Region,PR3LFU1136,3,Land,3.0,Into land / infiltration system,12/14/11 00:00:00,12/14/11 00:00:00,,E7,VARIED UNDER EPR 2010,1,U,Sewage - not water company,TF5446672900,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TF5446672900,554466,372900,"('PR3LFU1136', 3)"
MR DENNIS KIME,IVY HOUSE,A0,Domestic property (single) (incl farm house),LOWGATE RD,HOGSTHORPE,SKEGNESS,,PE24 5QE,E. LINDSEY,TF5446672900,,,AN,EA Anglian Region,PR3LFU1220,2,Land,3.0,Into land / infiltration system,12/14/11 00:00:00,12/14/11 00:00:00,,E7,VARIED UNDER EPR 2010,1,U,Sewage - not water company,TF5300072000,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TF5300072000,554466,372900,"('PR3LFU1220', 2)"
ANGLIAN WATER SERVICES LIMITED,KINGS LYNN WRC,A2,WwTW/Sewage Treatment Works (water company),CLOCKCASE ROAD,CLENCHWARTON,KINGS LYNN,NORFOLK,PE34 4BZ,KING'S LYN & W. NORF,TF6027622371,,,AN,EA Anglian Region,AECTS11334,9,Tidal River Great Ouse,9.0,Estuary/Tidal River,01/24/25 00:00:00,03/31/25 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,TF6053022220,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,TF6043022170,560276,322371,"('AECTS11334', 9)"
ANGLIAN WATER SERVICES LIMITED,KINGS LYNN WRC,A2,WwTW/Sewage Treatment Works (water company),CLOCKCASE ROAD,CLENCHWARTON,KINGS LYNN,NORFOLK,PE34 4BZ,KING'S LYN & W. NORF,TF6027622371,CLENCHWARTON / WEST LYNN,33/063,AN,EA Anglian Region,AECTS11404,1,Tidal River Great Ouse,9.0,Estuary/Tidal River,10/31/97 00:00:00,10/31/97 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,S,Sewage - water company,TF6054022220,1,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,TF6054022220,560276,322371,"('AECTS11404', 1)"
ANGLIAN WATER SERVICES LIMITED,KINGS LYNN WRC,A2,WwTW/Sewage Treatment Works (water company),CLOCKCASE ROAD,CLENCHWARTON,KINGS LYNN,NORFOLK,PE34 4BZ,KING'S LYN & W. NORF,TF6027622371,,,AN,EA Anglian Region,AECTS11334,9,Tidal River Great Ouse,9.0,Estuary/Tidal River,01/24/25 00:00:00,03/31/25 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,TF6053022220,2,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,TF6043022190,560276,322371,"('AECTS11334', 9)"
ANGLIAN WATER SERVICES LIMITED,HAMBURG WAY PS,A4,Pumping Station on Sewerage Network (water company),HAMBURG WAY,NORTH LYNN IND ESTATE,KINGS LYNN,NORFOLK,PE30 2ND,KING'S LYN & W. NORF,TF6325421874,GAYWOOD R. (GRIMSTON),33/061,AN,EA Anglian Region,PRCNF05017,1,via Outfall No 1 North Lynn Dr,1.0,Freshwater river,04/28/92 00:00:00,04/28/92 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,D,Miscellaneous,TF6332021940,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,TF6332021940,563254,321874,"('PRCNF05017', 1)"
ANGLIAN WATER SERVICES LIMITED,HAMBURG WAY PS,A4,Pumping Station on Sewerage Network (water company),HAMBURG WAY,NORTH LYNN IND ESTATE,KINGS LYNN,NORFOLK,PE30 2ND,KING'S LYN & W. NORF,TF6325421874,GAYWOOD R. (GRIMSTON),33/061,AN,EA Anglian Region,AWCNF04201,1,North Lynn Drain,1.0,Freshwater river,09/04/91 00:00:00,09/04/91 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,S,Sewage - water company,TF6325421874,1,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,TF6325421874,563254,321874,"('AWCNF04201', 1)"
SEVERN TRENT SERVICES DEFENCE LIMITED,RAF MARHAM,84,Prisons/MOD Sites/Public Admin+Defence+Comp Social Sec,MARHAM,NORFOLK,,,PE33 9NP,KING'S LYN & W. NORF,TF7189007470,STRINGSIDE STRM (FINCHAM),33/049,AN,EA Anglian Region,CDCNF05966,1,tributary Stringside Stream,1.0,Freshwater river,09/02/97 00:00:00,09/02/97 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,D,Miscellaneous,TF7189007470,1,TC,TRADE DISCHARGES - SITE DRAINAGE,TF7189007470,571890,307470,"('CDCNF05966', 1)"
SEVERN TRENT SERVICES DEFENCE LIMITED,RAF MARHAM,84,Prisons/MOD Sites/Public Admin+Defence+Comp Social Sec,MARHAM,NORFOLK,,,PE33 9NP,KING'S LYN & W. NORF,TF7189007470,STRINGSIDE STRM (FINCHAM),33/049,AN,EA Anglian Region,CDCNF05926,1,tributary Stringside Stream,1.0,Freshwater river,08/18/97 00:00:00,08/18/97 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,D,Miscellaneous,TF7189007470,1,TC,TRADE DISCHARGES - SITE DRAINAGE,TF7189007470,571890,307470,"('CDCNF05926', 1)"
SEVERN TRENT SERVICES DEFENCE LIMITED,RAF MARHAM,84,Prisons/MOD Sites/Public Admin+Defence+Comp Social Sec,MARHAM,NORFOLK,,,PE33 9NP,KING'S LYN & W. NORF,TF7189007470,STRINGSIDE STRM (FINCHAM),33/049,AN,EA Anglian Region,CDCNF05965,1,tributary Stringside Stream,1.0,Freshwater river,09/02/97 00:00:00,09/02/97 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,D,Miscellaneous,TF7189007470,1,TC,TRADE DISCHARGES - SITE DRAINAGE,TF7175007650,571890,307470,"('CDCNF05965', 1)"
AR (REDHILL) LIMITED,REDHILL RESIDENTIAL PARK,A0,Domestic property (single) (incl farm house),REDHILL PARK,REDHILL LANE,WATTON,NORFOLK,IP25 6RE,BRECKLAND,TF9248801238,,,AN,EA Anglian Region,EPRAB3697NB,1,GROUNDWATER,3.0,Into land / infiltration system,06/05/14 00:00:00,06/05/14 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,TF9268001470,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TF9263501423,592488,301238,"('EPRAB3697NB', 1)"
REDHILL RESIDENTIAL PARK LIMITED,REDHILL RESIDENTIAL PARK,A0,Domestic property (single) (incl farm house),REDHILL PARK,REDHILL LANE,WATTON,NORFOLK,IP25 6RE,BRECKLAND,TF9248801238,,,AN,EA Anglian Region,EPRAB3697VT,1,TRIBUTARY OF WATTON BROOK,1.0,Freshwater river,06/05/14 00:00:00,06/05/14 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,2,U,Sewage - not water company,TF9259401180,2,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TF9259401180,592488,301238,"('EPRAB3697VT', 1)"
REDHILL RESIDENTIAL PARK LIMITED,REDHILL RESIDENTIAL PARK,A0,Domestic property (single) (incl farm house),REDHILL PARK,REDHILL LANE,WATTON,NORFOLK,IP25 6RE,BRECKLAND,TF9248801238,,,AN,EA Anglian Region,EPRAB3697VT,1,TRIBUTARY OF WATTON BROOK,1.0,Freshwater river,06/05/14 00:00:00,06/05/14 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,TF9248801200,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TF9248801200,592488,301238,"('EPRAB3697VT', 1)"
H J CARTER,HALL FARMHOUSE,A0,Domestic property (single) (incl farm house),FIELD DALLING ROAD,BALE,FAKENHAM,NORFOLK,NR21 0QS,N. NORFOLK,TG0103737012,R.STIFFKEY (GT.WALSINGHAM,34/003,AN,EA Anglian Region,PR4LF17,1,soakaway,3.0,Into land / infiltration system,10/04/84 00:00:00,10/04/84 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG0103737012,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG0103737012,601037,337012,"('PR4LF17', 1)"
H J CARTER,HALL FARMHOUSE,A0,Domestic property (single) (incl farm house),FIELD DALLING ROAD,BALE,FAKENHAM,NORFOLK,NR21 0QS,N. NORFOLK,TG0103737012,,,AN,EA Anglian Region,PR4LF84524,1,land,3.0,Into land / infiltration system,10/04/84 00:00:00,10/04/84 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG0090037200,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG0090037200,601037,337012,"('PR4LF84524', 1)"
R J & N C DETERDING,OFFICE ACCOM,A0,Domestic property (single) (incl farm house),FARM BLDGS,LOWER FARM,KELLING,HOLT,NR25 7EW,N. NORFOLK,TG0907841736,,,AN,EA Anglian Region,PR4LF28,1,soakaway,3.0,Into land / infiltration system,10/04/84 00:00:00,10/04/84 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG0907841736,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG0907841736,609078,341736,"('PR4LF28', 1)"
R J & N C DETERDING,OFFICE ACCOM,A0,Domestic property (single) (incl farm house),FARM BLDGS,LOWER FARM,KELLING,HOLT,NR25 7EW,N. NORFOLK,TG0907841736,,,AN,EA Anglian Region,PR4LF84570,1,land,3.0,Into land / infiltration system,10/04/84 00:00:00,10/04/84 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG0907841736,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG0907841736,609078,341736,"('PR4LF84570', 1)"
ANGLIAN WATER SERVICES LIMITED,BACONSTHORPE STW,A2,WwTW/Sewage Treatment Works (water company),THE STREET,BACONSTHORPE,HOLT,,NR25 6AB,N. NORFOLK,TG1250037200,R.GLAVEN (HOLT),34/004,AN,EA Anglian Region,AW4NF106X,2,River Glaven NT,1.0,Freshwater river,06/04/84 00:00:00,06/04/84 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,S,Sewage - water company,TG1250037200,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,TG1250037200,612500,337200,"('AW4NF106X', 2)"
MR RODERICK P M HALL,BACONSTHORPE STW,A2,WwTW/Sewage Treatment Works (water company),THE STREET,BACONSTHORPE,HOLT,,NR25 6AB,N. NORFOLK,TG1250037200,,,AN,EA Anglian Region,PR4LF83465,1,land,3.0,Into land / infiltration system,07/27/83 00:00:00,07/27/83 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG1250037200,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG1250037200,612500,337200,"('PR4LF83465', 1)"
AIDAN CORDIAL,2 MOUNT TEMPLE,A0,Domestic property (single) (incl farm house),BARFORD ROAD,MARLINGFORD,NORWICH,NORFOLK,NR9 5HU,S. NORFOLK,TG1287309123,,,AN,EA Anglian Region,EPRQB3548KT,1,TRIBUTARY OF RIVER YARE,1.0,Freshwater river,10/01/25 00:00:00,10/01/25 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,TG1286709137,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG1286709137,612873,309123,"('EPRQB3548KT', 1)"
AIDAN CORDIAL,2 MOUNT TEMPLE,A0,Domestic property (single) (incl farm house),BARFORD ROAD,MARLINGFORD,NORWICH,NORFOLK,NR9 5HU,S. NORFOLK,TG1287309123,,,AN,EA Anglian Region,EPR/QB3548KT,1,TRIBUTARY OF RIVER YARE,1.0,Freshwater river,10/01/25 00:00:00,10/01/25 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,TG1286709137,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG1286709137,612873,309123,"('EPR/QB3548KT', 1)"
MR PAUL I & MRS CHRISTINE A BRYANT,RECTORY RD,A0,Domestic property (single) (incl farm house),EAST CARLETON,NORFOLK,,,NR14 8HT,S. NORFOLK,TG1770002000,,,AN,EA Anglian Region,PR4LF971,1,soakaway,3.0,Into land / infiltration system,04/01/87 00:00:00,04/01/87 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG1770002000,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG1770002000,617700,302000,"('PR4LF971', 1)"
MRS P A MAY,RECTORY RD,A0,Domestic property (single) (incl farm house),EAST CARLETON,NORFOLK,,,NR14 8HT,S. NORFOLK,TG1770002000,UPPER R.YARE / R.TIFFEY,34/013,AN,EA Anglian Region,PR4NF1271,1,Trib River Yare,1.0,Freshwater river,11/25/88 00:00:00,11/25/88 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG1770002000,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG1770002000,617700,302000,"('PR4NF1271', 1)"
THE NATIONAL TRUST,FELBRIGG HALL,93,"Sport, Amusement+Recreation/Golf Club/Gym/Theme Pk/Spa",FELBRIGG,NORWICH,,,NR11 8PR,N. NORFOLK,TG1919239448,UPPER R.BURE,34/006,AN,EA Anglian Region,PRELF16463,2,SOAKAWAY,3.0,Into land / infiltration system,12/14/11 00:00:00,12/14/11 00:00:00,,E7,VARIED UNDER EPR 2010,1,U,Sewage - not water company,TG1919239448,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG1917039440,619192,339448,"('PRELF16463', 2)"
NATIONAL TRUST,FELBRIGG HALL,93,"Sport, Amusement+Recreation/Golf Club/Gym/Theme Pk/Spa",FELBRIGG,NORWICH,,,NR11 8PR,N. NORFOLK,TG1919239448,,,AN,EA Anglian Region,PR4LF83934,1,land,3.0,Into land / infiltration system,12/20/83 00:00:00,12/20/83 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG1930039400,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG1930039400,619192,339448,"('PR4LF83934', 1)"
MR ANTONY TERENCE NORMAN,FOLLY COTTAGES,A0,Domestic property (single) (incl farm house),COURT ROAD,ROLLESBY,NORFOLK,,NR29 5HQ,GREAT YARMOUTH,TG4480015300,R.THURNE / LOWER R.BURE,34/010,AN,EA Anglian Region,PR4NF1228,1,unknown trib River Bure,1.0,Freshwater river,11/27/87 00:00:00,11/27/87 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG4480015300,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG4480015300,644800,315300,"('PR4NF1228', 1)"
MR D PARSONS,FOLLY COTTAGES,A0,Domestic property (single) (incl farm house),COURT ROAD,ROLLESBY,NORFOLK,,NR29 5HQ,GREAT YARMOUTH,TG4480015300,R.THURNE / LOWER R.BURE,34/010,AN,EA Anglian Region,PR4NF1338,1,Trib River Bure,1.0,Freshwater river,01/27/88 00:00:00,01/27/88 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG4480015300,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG4480015300,644800,315300,"('PR4NF1338', 1)"
MRS DORIS DOWLING,BRAEMAR,A0,Domestic property (single) (incl farm house),COMMON ROAD,WEST SOMERTON,GREAT YARMOUTH,,NR29 4DN,GREAT YARMOUTH,TG4680619886,,,AN,EA Anglian Region,PRENF10809,1,watercourse in catchment of Ri,1.0,Freshwater river,04/18/97 00:00:00,04/18/97 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG4680619886,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG4680619886,646806,319886,"('PRENF10809', 1)"
MRS D DOWLING,BRAEMAR,A0,Domestic property (single) (incl farm house),COMMON ROAD,WEST SOMERTON,GREAT YARMOUTH,,NR29 4DN,GREAT YARMOUTH,TG4680619886,R.THURNE / LOWER R.BURE,34/010,AN,EA Anglian Region,PR4NF1977,1,Trib River Thurne,3.0,Into land / infiltration system,09/26/88 00:00:00,09/26/88 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,TG4680619886,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG4680619886,646806,319886,"('PR4NF1977', 1)"
NORTHUMBRIAN WATER LIMITED (ESSEX & SUFFOLK WATER),LOUND WTW,36,WTW/Water Collection/Treatment/Supply,OLD YARMOUTH ROAD,LOWESTOFT,,SUFFOLK,NR32 5LZ,EAST SUFFOLK,TG5000100678,LOWER R.WAVENEY (BECCLES),34/019,AN,EA Anglian Region,PRENF19286,2,MILL WATER LAKE,7.0,Pond/Lake/Reservoir,09/24/09 00:00:00,01/01/10 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",2,T,Trade,TG5025000670,1,TI,TRADE DISCHARGES - TRADE EFFLUENT IN AN EMERGENCY - WATER COMPANY,TG5022000660,650001,300678,"('PRENF19286', 2)"
NORTHUMBRIAN WATER LIMITED (ESSEX & SUFFOLK WATER),LOUND WTW,36,WTW/Water Collection/Treatment/Supply,OLD YARMOUTH ROAD,LOWESTOFT,,SUFFOLK,NR32 5LZ,EAST SUFFOLK,TG5000100678,LOWER R.WAVENEY (BECCLES),34/019,AN,EA Anglian Region,PR4NF1128X,4,MIDDLE WATER LAKE,1.0,Freshwater river,02/07/19 00:00:00,02/07/19 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,T,Trade,TG5005100902,1,TA,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),TG5005100902,650001,300678,"('PR4NF1128X', 4)"
NORTHUMBRIAN WATER LIMITED (ESSEX & SUFFOLK WATER),LOUND WTW,36,WTW/Water Collection/Treatment/Supply,OLD YARMOUTH ROAD,LOWESTOFT,,SUFFOLK,NR32 5LZ,EAST SUFFOLK,TG5000100678,LOWER R.WAVENEY (BECCLES),34/019,AN,EA Anglian Region,PRENF19286,2,MILL WATER LAKE,7.0,Pond/Lake/Reservoir,09/24/09 00:00:00,01/01/10 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,TG5012000820,1,TI,TRADE DISCHARGES - TRADE EFFLUENT IN AN EMERGENCY - WATER COMPANY,TG5012000820,650001,300678,"('PRENF19286', 2)"
GREAT YARMOUTH BOROUGH COUNCIL,GAPTON HALL TRAVELLERS SITE,A6,WwTW (not water co) (not STP at a private premises),GAPTON HALL ROAD,GREAT YARMOUTH,,NORFOLK,NR31 0NL,GREAT YARMOUTH,TG5157006310,LOWER R.YARE / R.CHET,34/015,AN,EA Anglian Region,PRENF19844,1,DITCH TRIB OF TIDAL R. YARE,1.0,Freshwater river,02/24/06 00:00:00,02/24/06 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,TG5157006310,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG5157006310,651570,306310,"('PRENF19844', 1)"
GREAT YARMOUTH BOROUGH COUNCIL,GAPTON HALL TRAVELLERS SITE,A6,WwTW (not water co) (not STP at a private premises),GAPTON HALL ROAD,GREAT YARMOUTH,,NORFOLK,NR31 0NL,GREAT YARMOUTH,TG5157006310,LOWER R.YARE / R.CHET,34/015,AN,EA Anglian Region,PRENF19845,1,DITCH TRIB OF TIDAL R. YARE,1.0,Freshwater river,02/24/06 00:00:00,02/24/06 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,TG5162006430,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,TG5162006430,651570,306310,"('PRENF19845', 1)"
ANGLIAN WATER SERVICES LIMITED,CAISTER- HEADWORKS PS,A2,WwTW/Sewage Treatment Works (water company),PUMP LANE,GREAT YARMOUTH,,NORFOLK,NR30 5TE,GREAT YARMOUTH,TG5186011134,R.THURNE / LOWER R.BURE,34/010,AN,EA Anglian Region,AEECS12404,6,NORTH SEA,11.0,Sea,11/26/25 00:00:00,11/26/25 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,TG5454009790,2,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,TG5188011040,651860,311134,"('AEECS12404', 6)"
ANGLIAN WATER SERVICES LIMITED,CAISTER- HEADWORKS PS,A2,WwTW/Sewage Treatment Works (water company),PUMP LANE,GREAT YARMOUTH,,NORFOLK,NR30 5TE,GREAT YARMOUTH,TG5186011134,R.THURNE / LOWER R.BURE,34/010,AN,EA Anglian Region,AEENF12406,2,DITCH TO MARSH DRAIN SYSTEM,1.0,Freshwater river,06/03/19 00:00:00,06/03/19 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,TG5178011010,2,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,TG5178011010,651860,311134,"('AEENF12406', 2)"
ANGLIAN WATER SERVICES LIMITED,CAISTER- HEADWORKS PS,A2,WwTW/Sewage Treatment Works (water company),PUMP LANE,GREAT YARMOUTH,,NORFOLK,NR30 5TE,GREAT YARMOUTH,TG5186011134,R.THURNE / LOWER R.BURE,34/010,AN,EA Anglian Region,AEECS12404,6,NORTH SEA,11.0,Sea,11/26/25 00:00:00,11/26/25 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,TG5454009790,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,TG5196011050,651860,311134,"('AEECS12404', 6)"
ANGLIAN WATER SERVICES LIMITED,CAISTER- HEADWORKS PS,A2,WwTW/Sewage Treatment Works (water company),PUMP LANE,GREAT YARMOUTH,,NORFOLK,NR30 5TE,GREAT YARMOUTH,TG5186011134,R.THURNE / LOWER R.BURE,34/010,AN,EA Anglian Region,AEENF12406,2,DITCH TO MARSH DRAIN SYSTEM,1.0,Freshwater river,06/03/19 00:00:00,06/03/19 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,TG5178011010,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,TG5178011010,651860,311134,"('AEENF12406', 2)"
ANGLIAN WATER SERVICES LIMITED,CAISTER- HEADWORKS PS,A2,WwTW/Sewage Treatment Works (water company),PUMP LANE,GREAT YARMOUTH,,NORFOLK,NR30 5TE,GREAT YARMOUTH,TG5186011134,R.THURNE / LOWER R.BURE,34/010,AN,EA Anglian Region,AEECS12404,6,NORTH SEA,11.0,Sea,11/26/25 00:00:00,11/26/25 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,TG5454009790,3,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,TG5188011040,651860,311134,"('AEECS12404', 6)"
AMPTHILL BUSINESS PARK LTD,AMPTHILL BUSINESS PARK,68,Real Estate Activities/Buying/Selling/Renting,STATION ROAD INDUSTRIAL ESTATE,AMPTHILL,BEDFORD,BEDS,MK45 2QW,CENTRAL BEDS UA,TL0254037210,R.FLIT (AMPTHILL),33/016,AN,EA Anglian Region,PRCNF00311,1,Trib Running Waters,1.0,Freshwater river,02/03/89 00:00:00,02/03/89 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,D,Miscellaneous,TL0254037210,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,TL0254037210,502540,237210,"('PRCNF00311', 1)"
